"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.099477900E-1,-8.144835010E-5,1.018109731E-3,-2.036616206E-5,1.021565485E-3
3.199388950E-1,5.294168368E-4,1.628975384E-3,-6.312318146E-4,1.825457913E-3
3.298889470E-1,-8.144835010E-5,2.239840105E-3,-6.312318146E-4,2.328512644E-3
3.399399730E-1,5.294168368E-4,6.515897345E-3,-6.312318146E-4,6.567773900E-3
3.499289860E-1,-8.144835010E-5,2.239840105E-3,-6.312318146E-4,2.328512644E-3
3.599364930E-1,5.294168368E-4,1.628975384E-3,-1.852963120E-3,2.523353981E-3
3.699277460E-1,-8.144835010E-5,3.461571410E-3,-1.242097467E-3,3.678575347E-3
3.798863730E-1,-6.923135370E-4,1.018109731E-3,5.904994905E-4,1.365479808E-3
3.898551860E-1,-1.303178957E-3,-1.425351016E-3,-2.036616206E-5,1.931402520E-3
3.998280930E-1,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
4.098655460E-1,-6.923135370E-4,4.072450101E-4,-2.036616206E-5,8.034683020E-4
4.198172730E-1,-1.914044144E-3,-3.257946111E-3,5.904994905E-4,3.824456497E-3
4.298486360E-1,-6.923135370E-4,4.072450101E-4,-6.312318146E-4,1.021567489E-3
4.398628180E-1,-6.923135370E-4,4.072450101E-4,-2.036616206E-5,8.034683020E-4
4.499409090E-1,-1.914044144E-3,-8.144853637E-4,-6.312318146E-4,2.173799668E-3
4.598784540E-1,-1.303178957E-3,-1.425351016E-3,1.201363280E-3,2.274461397E-3
4.699742270E-1,-1.303178957E-3,-2.036216669E-3,-6.312318146E-4,2.498581061E-3
4.800441130E-1,-8.144835010E-5,-8.144853637E-4,-6.312318146E-4,1.033670085E-3
4.899605560E-1,-1.303178957E-3,-1.425351016E-3,-2.036616206E-5,1.931402520E-3
4.999462780E-1,5.294168368E-4,1.628975384E-3,-2.036616206E-5,1.712967533E-3
5.100686390E-1,-6.923135370E-4,-2.036216669E-3,-6.312318146E-4,2.241412492E-3
5.200143190E-1,-8.144835010E-5,-1.425351016E-3,-6.312318146E-4,1.560997424E-3
5.299351590E-1,-8.144835010E-5,-8.144853637E-4,-6.312318146E-4,1.033670085E-3
5.399325790E-1,-6.923135370E-4,-8.144853637E-4,-2.036616206E-5,1.069158184E-3
5.498967890E-1,-1.303178957E-3,-2.647081390E-3,-2.036616206E-5,2.950547417E-3
5.598758940E-1,-2.524909331E-3,-7.534003817E-3,-2.036616206E-5,7.945866562E-3
5.699314470E-1,-2.524909331E-3,-1.119919401E-2,-2.036616206E-5,1.148031046E-2
5.799367230E-1,-6.923135370E-4,-3.257946111E-3,-2.036616206E-5,3.330754521E-3
5.899378610E-1,1.140282140E-3,3.461571410E-3,-2.036616206E-5,3.644603513E-3
5.998919300E-1,-1.914044144E-3,-4.479677416E-3,5.904994905E-4,4.907113651E-3
6.098864650E-1,-6.923135370E-4,-2.036216669E-3,5.904994905E-4,2.230283839E-3
6.199322320E-1,-6.923135370E-4,-2.647081390E-3,-2.036616206E-5,2.736193103E-3
6.298871160E-1,-6.923135370E-4,-5.090543069E-3,-6.312318146E-4,5.176039062E-3
6.399010580E-1,-8.144835010E-5,-1.425351016E-3,5.904994905E-4,1.544975405E-3
6.498635290E-1,-8.144835010E-5,-8.144853637E-4,-2.036616206E-5,8.188009660E-4
6.598447640E-1,5.294168368E-4,2.239840105E-3,-2.036616206E-5,2.301647381E-3
6.698293820E-1,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
6.798691910E-1,5.294168368E-4,-8.144853637E-4,-6.312318146E-4,1.158499978E-3
6.898480950E-1,5.294168368E-4,2.239840105E-3,-6.312318146E-4,2.386549704E-3
6.998550470E-1,-1.914044144E-3,-3.257946111E-3,-6.312318146E-4,3.830956989E-3
7.098480230E-1,-6.923135370E-4,-1.425351016E-3,-1.242097467E-3,2.013387611E-3
7.198790110E-1,-8.144835010E-5,4.072450101E-4,-6.312318146E-4,7.556030279E-4
7.298515050E-1,-8.144835010E-5,2.850705758E-3,-6.312318146E-4,2.920892116E-3
7.398777520E-1,1.751147443E-3,3.461571410E-3,-2.036616206E-5,3.879356748E-3
7.498498760E-1,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
7.598459380E-1,-6.923135370E-4,-2.036206424E-4,-2.036616206E-5,7.219239434E-4
7.698234690E-1,-6.923135370E-4,-2.036206424E-4,-6.312318146E-4,9.587559665E-4
7.798442340E-1,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
7.898881170E-1,-6.923135370E-4,-1.425351016E-3,-6.312318146E-4,1.705689643E-3
7.998500580E-1,-8.144835010E-5,-8.144853637E-4,-6.312318146E-4,1.033670085E-3
8.098900290E-1,-8.144835010E-5,-2.036206424E-4,5.904994905E-4,6.299086029E-4
8.198545140E-1,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
8.299192570E-1,1.751147443E-3,2.850705758E-3,-2.036616206E-5,3.345662187E-3
8.398881280E-1,1.751147443E-3,3.461571410E-3,-2.036616206E-5,3.879356748E-3
8.500235640E-1,1.140282140E-3,2.239840105E-3,5.904994905E-4,2.581824298E-3
8.599652820E-1,5.294168368E-4,1.628975384E-3,-2.036616206E-5,1.712967533E-3
8.699166410E-1,-8.144835010E-5,1.018109731E-3,5.904994905E-4,1.179775787E-3
8.798503200E-1,5.294168368E-4,2.239840105E-3,-2.036616206E-5,2.301647381E-3
8.898621600E-1,1.140282140E-3,3.461571410E-3,-6.312318146E-4,3.698807050E-3
8.998130800E-1,5.294168368E-4,2.239840105E-3,-2.036616206E-5,2.301647381E-3
9.098115400E-1,5.294168368E-4,1.628975384E-3,-2.036616206E-5,1.712967533E-3
9.198137700E-1,-6.923135370E-4,-1.425351016E-3,-2.036616206E-5,1.584720270E-3
9.298878850E-1,-6.923135370E-4,-8.144853637E-4,-2.036616206E-5,1.069158184E-3
9.399079420E-1,-6.923135370E-4,-2.647081390E-3,5.904994905E-4,2.799111925E-3
9.499744710E-1,-8.144835010E-5,-2.036216669E-3,-2.036616206E-5,2.037946745E-3
9.599092350E-1,-8.144835010E-5,-8.144853637E-4,-2.036616206E-5,8.188009660E-4
9.698351170E-1,5.294168368E-4,4.072450101E-4,-6.312318146E-4,9.190126708E-4
9.798210580E-1,2.972877817E-3,9.570223279E-3,-6.312318146E-4,1.004119663E-2
9.898765290E-1,-8.144835010E-5,-8.144853637E-4,-2.036616206E-5,8.188009660E-4
9.998652640E-1,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
1.009964132E0,1.140282140E-3,3.461571410E-3,5.904994905E-4,3.692073894E-3
1.019907066E0,-8.144835010E-5,-8.144853637E-4,-2.036616206E-5,8.188009660E-4
1.029984033E0,-8.144835010E-5,-2.036216669E-3,-2.036616206E-5,2.037946745E-3
1.039898016E0,1.140282140E-3,-2.036206424E-4,-6.312318146E-4,1.319150609E-3
1.049911008E0,1.751147443E-3,2.239840105E-3,-2.036616206E-5,2.843205206E-3
1.059881004E0,5.294168368E-4,4.072436132E-3,5.904994905E-4,4.148940573E-3
1.069942002E0,1.140282140E-3,4.072436132E-3,-2.036616206E-5,4.229112695E-3
1.079912001E0,5.294168368E-4,3.461571410E-3,-6.312318146E-4,3.558259746E-3
1.089872000E0,1.140282140E-3,2.239840105E-3,5.904994905E-4,2.581824298E-3
1.099843000E0,5.294168368E-4,1.628975384E-3,-2.036616206E-5,1.712967533E-3
1.109871000E0,5.294168368E-4,1.628975384E-3,-2.036616206E-5,1.712967533E-3
1.119836500E0,5.294168368E-4,2.239840105E-3,5.904994905E-4,2.376100909E-3
1.129894750E0,1.140282140E-3,2.850705758E-3,-2.036616206E-5,3.070371550E-3
1.139825375E0,1.140282140E-3,2.239840105E-3,5.904994905E-4,2.581824298E-3
1.149957187E0,5.294168368E-4,4.072450101E-4,-6.312318146E-4,9.190126708E-4
1.159938093E0,5.294168368E-4,-8.144853637E-4,-2.036616206E-5,9.716395295E-4
1.169928546E0,1.140282140E-3,-2.036206424E-4,-2.036616206E-5,1.158498816E-3
1.179876273E0,1.140282140E-3,-2.036206424E-4,-2.036616206E-5,1.158498816E-3
1.189840136E0,5.294168368E-4,1.018109731E-3,1.201363280E-3,1.661355875E-3
1.199854568E0,5.294168368E-4,-2.036206424E-4,5.904994905E-4,8.187998543E-4
1.209847284E0,1.140282140E-3,1.628975384E-3,5.904994905E-4,2.074245359E-3
1.219878642E0,1.751147443E-3,4.683301784E-3,-2.036616206E-5,5.000024775E-3
1.230016321E0,1.751147443E-3,3.461571410E-3,-2.036616206E-5,3.879356748E-3
1.239938160E0,1.751147443E-3,4.072436132E-3,-6.312318146E-4,4.477689920E-3
1.249896580E0,1.751147443E-3,5.905032158E-3,-6.312318146E-4,6.191476057E-3
1.259930290E0,1.751147443E-3,5.294166505E-3,-6.312318146E-4,5.611877579E-3
1.269882145E0,1.751147443E-3,6.515897345E-3,-2.036616206E-5,6.747136456E-3
1.279910572E0,5.294168368E-4,2.239840105E-3,-2.036616206E-5,2.301647381E-3
1.289851286E0,-8.144835010E-5,1.018109731E-3,-2.036616206E-5,1.021565485E-3
1.299919143E0,5.294168368E-4,1.628975384E-3,-6.312318146E-4,1.825457913E-3
1.309873071E0,5.294168368E-4,1.628975384E-3,-2.036616206E-5,1.712967533E-3
1.319895035E0,-8.144835010E-5,2.239840105E-3,-6.312318146E-4,2.328512644E-3
1.329884017E0,5.294168368E-4,2.239840105E-3,-2.036616206E-5,2.301647381E-3
1.339851508E0,1.751147443E-3,2.850705758E-3,1.201363280E-3,3.554759404E-3
1.349889754E0,1.140282140E-3,3.461571410E-3,5.904994905E-4,3.692073894E-3
1.359869877E0,1.751147443E-3,3.461571410E-3,-2.036616206E-5,3.879356748E-3
1.369912438E0,1.140282140E-3,2.850705758E-3,5.904994905E-4,3.126572616E-3
1.379868719E0,1.751147443E-3,3.461571410E-3,5.904994905E-4,3.923988232E-3
1.389813359E0,1.751147443E-3,4.072436132E-3,5.904994905E-4,4.472129589E-3
1.399939679E0,1.140282140E-3,4.072436132E-3,5.904994905E-4,4.270090052E-3
1.409922339E0,1.140282140E-3,4.683301784E-3,-2.036616206E-5,4.820163248E-3
1.419892669E0,1.751147443E-3,4.072436132E-3,5.904994905E-4,4.472129589E-3
1.429942834E0,1.751147443E-3,3.461571410E-3,5.904994905E-4,3.923988232E-3
1.439904917E0,-8.144835010E-5,3.461571410E-3,-6.312318146E-4,3.519597145E-3
1.449926458E0,-6.923135370E-4,-8.144853637E-4,-2.036616206E-5,1.069158184E-3
1.459893229E0,5.294168368E-4,-8.144853637E-4,-2.036616206E-5,9.716395295E-4
1.469940114E0,1.140282140E-3,1.018109731E-3,-1.242097467E-3,1.969669237E-3
1.479978557E0,-8.144835010E-5,2.239840105E-3,-6.312318146E-4,2.328512644E-3
1.489904778E0,-8.144835010E-5,1.018109731E-3,-2.036616206E-5,1.021565485E-3
1.499887389E0,-1.303178957E-3,-3.257946111E-3,-2.036616206E-5,3.508974642E-3
1.509921694E0,-1.596394368E-2,-5.334889516E-2,5.904994905E-4,5.568932395E-2
1.519917347E0,-1.840740629E-2,-6.067927554E-2,8.531747386E-3,6.398123006E-2
1.529903173E0,-3.746639704E-3,-9.977464564E-3,2.869029902E-2,3.060588777E-2
1.539888586E0,-4.968370311E-3,-1.791871339E-2,3.235549480E-2,3.731813281E-2
1.549847793E0,-6.190100685E-3,-2.219476923E-2,2.991203032E-2,3.775784271E-2
1.559839396E0,-3.746639704E-3,-1.303179096E-2,1.647299342E-2,2.133598831E-2
1.569855198E0,-8.144835010E-5,-2.036206424E-4,5.477420986E-3,5.481809542E-3
1.579807099E0,-1.303178957E-3,-2.036216669E-3,1.812228933E-3,3.021361849E-3
1.589791549E0,-1.914044144E-3,-3.868811764E-3,5.904994905E-4,4.356599488E-3
1.599804774E0,-6.923135370E-4,-4.479677416E-3,5.904994905E-4,4.571159310E-3
1.609797887E0,-8.144835010E-5,-2.036216669E-3,-6.312318146E-4,2.133369579E-3
1.619772443E0,-8.144835010E-5,-2.647081390E-3,-6.312318146E-4,2.722522236E-3
1.629874721E0,-8.144835010E-5,-2.036216669E-3,-6.312318146E-4,2.133369579E-3
1.639829360E0,-8.144835010E-5,-8.144853637E-4,-2.036616206E-5,8.188009660E-4
1.649823180E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
1.659817090E0,-1.303178957E-3,-6.312272511E-3,-6.312318146E-4,6.476226776E-3
1.669846545E0,-8.144835010E-5,-3.868811764E-3,-2.036616206E-5,3.869722610E-3
1.679800272E0,-8.144835010E-5,4.072450101E-4,-1.242097467E-3,1.309690211E-3
1.689802636E0,-6.923135370E-4,-1.425351016E-3,-2.036616206E-5,1.584720270E-3
1.699858318E0,-6.923135370E-4,-2.036216669E-3,-6.312318146E-4,2.241412492E-3
1.709836659E0,-1.303178957E-3,-4.479677416E-3,5.904994905E-4,4.702602981E-3
1.719839829E0,-1.914044144E-3,-8.144869469E-3,-2.036616206E-5,8.366772283E-3
1.729866414E0,-1.914044144E-3,-7.534003817E-3,-1.242097467E-3,7.871949226E-3
1.739827207E0,-6.923135370E-4,-3.257946111E-3,-6.312318146E-4,3.389980015E-3
1.749840603E0,-1.914044144E-3,-6.923138164E-3,-2.036616206E-5,7.182883947E-3
1.759825301E0,-4.357504658E-3,-1.181005966E-2,-2.036616206E-5,1.258831882E-2
1.769825650E0,-2.524909331E-3,-8.144869469E-3,-2.036616206E-5,8.527278615E-3
1.779802825E0,-1.303178957E-3,-6.312272511E-3,-6.312318146E-4,6.476226776E-3
1.789780912E0,-6.923135370E-4,-5.701406859E-3,-2.036616206E-5,5.743322469E-3
1.799801456E0,-6.923135370E-4,-2.036216669E-3,5.904994905E-4,2.230283839E-3
1.809793228E0,-1.303178957E-3,-2.036216669E-3,-6.312318146E-4,2.498581061E-3
1.819823614E0,-6.923135370E-4,-2.036206424E-4,-2.036616206E-5,7.219239434E-4
1.829810807E0,-1.303178957E-3,-2.647081390E-3,-2.036616206E-5,2.950547417E-3
1.839778903E0,-2.524909331E-3,-6.312272511E-3,-2.036616206E-5,6.798556182E-3
1.849835951E0,-3.746639704E-3,-1.119919401E-2,-6.312318146E-4,1.182614515E-2
1.859805975E0,-6.190100685E-3,-1.975130662E-2,-2.036616206E-5,2.069859596E-2
1.869822487E0,-2.524909331E-3,-3.868811764E-3,-6.312318146E-4,4.662759397E-3
1.879857743E0,5.294168368E-4,1.018109731E-3,-2.036616206E-5,1.147712679E-3
1.889854871E0,-8.144835010E-5,-1.425351016E-3,1.201363280E-3,1.865886675E-3
1.899851935E0,-6.923135370E-4,-2.036206424E-4,-2.036616206E-5,7.219239434E-4
1.909807467E0,-6.923135370E-4,-1.425351016E-3,-2.036616206E-5,1.584720270E-3
1.919809233E0,-6.923135370E-4,-1.425351016E-3,-6.312318146E-4,1.705689643E-3
1.929802616E0,5.294168368E-4,-8.144853637E-4,-6.312318146E-4,1.158499978E-3
1.939810808E0,-6.923135370E-4,-2.036206424E-4,-6.312318146E-4,9.587559665E-4
1.949793404E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
1.959801202E0,-6.923135370E-4,-8.144853637E-4,-2.036616206E-5,1.069158184E-3
1.969781101E0,-8.144835010E-5,-2.036216669E-3,-2.036616206E-5,2.037946745E-3
1.979875050E0,-6.923135370E-4,-8.144853637E-4,-6.312318146E-4,1.241425811E-3
1.989862025E0,-8.144835010E-5,4.072450101E-4,5.904994905E-4,7.219224199E-4
1.999840012E0,5.294168368E-4,-8.144853637E-4,-2.036616206E-5,9.716395295E-4
2.009870006E0,5.294168368E-4,1.018109731E-3,-6.312318146E-4,1.309688213E-3
2.019825003E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.029810501E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.039798250E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.049836625E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.059840312E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.069853656E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.079829328E0,-8.144835010E-5,-2.036206424E-4,5.904994905E-4,6.299086029E-4
2.089823664E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.099810832E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.109857916E0,5.294168368E-4,1.018109731E-3,-2.036616206E-5,1.147712679E-3
2.119864958E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.129819479E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.139812239E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.149862119E0,-8.144835010E-5,-2.036206424E-4,5.904994905E-4,6.299086029E-4
2.159833059E0,-6.923135370E-4,-2.036206424E-4,-2.036616206E-5,7.219239434E-4
2.169847029E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.179834514E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.189837257E0,-8.144835010E-5,-2.036206424E-4,5.904994905E-4,6.299086029E-4
2.199831628E0,-8.144835010E-5,-2.036206424E-4,5.904994905E-4,6.299086029E-4
2.209815314E0,-8.144835010E-5,4.072450101E-4,-6.312318146E-4,7.556030279E-4
2.219794657E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.229855828E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.239924914E0,-8.144835010E-5,-2.036206424E-4,-1.242097467E-3,1.261309366E-3
2.249907457E0,-8.144835010E-5,4.072450101E-4,-6.312318146E-4,7.556030279E-4
2.259936228E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.269903614E0,5.294168368E-4,-2.036206424E-4,5.904994905E-4,8.187998543E-4
2.279938807E0,-6.923135370E-4,-2.036206424E-4,-2.036616206E-5,7.219239434E-4
2.289891903E0,-6.923135370E-4,4.072450101E-4,-2.036616206E-5,8.034683020E-4
2.299872451E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.309902225E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.319913612E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.329931806E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.339903403E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.349860701E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.359888350E0,-8.144835010E-5,4.072450101E-4,5.904994905E-4,7.219224199E-4
2.369885175E0,-6.923135370E-4,-2.036206424E-4,5.904994905E-4,9.324425172E-4
2.379866087E0,5.294168368E-4,-2.036206424E-4,5.904994905E-4,8.187998543E-4
2.389883543E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.399837271E0,5.294168368E-4,4.072450101E-4,5.904994905E-4,8.915269674E-4
2.409839635E0,-8.144835010E-5,4.072450101E-4,5.904994905E-4,7.219224199E-4
2.419989817E0,-8.144835010E-5,1.018109731E-3,-6.312318146E-4,1.200681000E-3
2.429944408E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.439905704E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.449906352E0,-8.144835010E-5,4.072450101E-4,5.904994905E-4,7.219224199E-4
2.459845176E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.469895088E0,5.294168368E-4,1.018109731E-3,-2.036616206E-5,1.147712679E-3
2.479892044E0,-8.144835010E-5,-2.036206424E-4,5.904994905E-4,6.299086029E-4
2.489857522E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.499854761E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.509920880E0,-8.144835010E-5,-8.144853637E-4,5.904994905E-4,1.009311592E-3
2.519978940E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.529963470E0,5.294168368E-4,4.072450101E-4,5.904994905E-4,8.915269674E-4
2.539923235E0,-8.144835010E-5,4.072450101E-4,-6.312318146E-4,7.556030279E-4
2.550004117E0,5.294168368E-4,1.018109731E-3,-2.036616206E-5,1.147712679E-3
2.559916558E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.569910779E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.579890389E0,-8.144835010E-5,4.072450101E-4,5.904994905E-4,7.219224199E-4
2.589868194E0,-8.144835010E-5,4.072450101E-4,5.904994905E-4,7.219224199E-4
2.599861097E0,5.294168368E-4,-2.036206424E-4,5.904994905E-4,8.187998543E-4
2.609880048E0,5.294168368E-4,4.072450101E-4,5.904994905E-4,8.915269674E-4
2.619824524E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.629867262E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.639844131E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.649863065E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.659853532E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.669884266E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.679885633E0,-8.144835010E-5,1.018109731E-3,-6.312318146E-4,1.200681000E-3
2.689850816E0,5.294168368E-4,1.018109731E-3,-6.312318146E-4,1.309688213E-3
2.699860408E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.709907704E0,5.294168368E-4,4.072450101E-4,-6.312318146E-4,9.190126708E-4
2.719914852E0,1.140282140E-3,4.072450101E-4,5.904994905E-4,1.347138265E-3
2.729867926E0,-8.144835010E-5,-2.036206424E-4,-2.036616206E-5,2.202498134E-4
2.739874963E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.749901481E0,5.294168368E-4,1.018109731E-3,-6.312318146E-4,1.309688213E-3
2.759898240E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.769893120E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.779872560E0,5.294168368E-4,1.018109731E-3,-6.312318146E-4,1.309688213E-3
2.789830780E0,-6.923135370E-4,4.072450101E-4,-2.036616206E-5,8.034683020E-4
2.799878890E0,5.294168368E-4,-2.036206424E-4,-6.312318146E-4,8.486443053E-4
2.809854445E0,5.294168368E-4,4.072450101E-4,-2.036616206E-5,6.682405749E-4
2.819848222E0,-8.144835010E-5,1.018109731E-3,-6.312318146E-4,1.200681000E-3
2.829878111E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.839873055E0,-8.144835010E-5,4.072450101E-4,-2.036616206E-5,4.158089857E-4
2.849877527E0,5.294168368E-4,-2.036206424E-4,-2.036616206E-5,5.675899344E-4
2.859901263E0,-8.144835010E-5,4.072450101E-4,-6.312318146E-4,7.556030279E-4
2.869869131E0,-8.144835010E-5,-2.036206424E-4,-6.312318146E-4,6.682430722E-4
2.879887065E0,-6.923135370E-4,-2.036206424E-4,-2.036616206E-5,7.219239434E-4
2.889876032E0,4.703656305E-4,-1.466171816E-4,-1.710429788E-4,5.215324773E-4
2.899851016E0,4.703656305E-4,4.642484710E-4,4.398226738E-4,7.938604748E-4
2.909867008E0,-7.513647433E-4,4.642484710E-4,-1.710429788E-4,8.996284349E-4
2.919950504E0,-1.404995564E-4,4.642484710E-4,4.398226738E-4,6.547600725E-4
2.930046752E0,-1.404995564E-4,4.642484710E-4,4.398226738E-4,6.547600725E-4
2.939950376E0,-1.404995564E-4,1.075113192E-3,-1.710429788E-4,1.097663064E-3
2.949988688E0,-1.404995564E-4,4.642484710E-4,-1.710429788E-4,5.143174785E-4
2.959991344E0,-1.404995564E-4,4.642484710E-4,-1.710429788E-4,5.143174785E-4
2.969988672E0,4.703656305E-4,4.642484710E-4,-7.819086313E-4,1.023792741E-3
2.979930336E0,1.081230934E-3,-1.466171816E-4,-7.819086313E-4,1.342362856E-3
2.989870668E0,-1.404995564E-4,-1.466171816E-4,-1.710429788E-4,2.655040939E-4
2.999939334E0,4.703656305E-4,-1.466171816E-4,-7.819086313E-4,9.241869573E-4
3.009922167E0,-1.404995564E-4,4.642484710E-4,-7.819086313E-4,9.201347053E-4
3.019936583E0,4.703656305E-4,4.642484710E-4,-7.819086313E-4,1.023792741E-3
3.030081291E0,4.703656305E-4,1.075113192E-3,-7.819086313E-4,1.410139465E-3
3.039971145E0,1.081230934E-3,1.075113192E-3,-7.819086313E-4,1.713566403E-3
3.049967072E0,4.703656305E-4,4.642484710E-4,-1.710429788E-4,6.826610943E-4
3.059911036E0,4.703656305E-4,4.642484710E-4,-1.710429788E-4,6.826610943E-4
3.070007518E0,4.703656305E-4,4.642484710E-4,-1.710429788E-4,6.826610943E-4
3.079965259E0,-1.404995564E-4,4.642484710E-4,-7.819086313E-4,9.201347053E-4
