"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.089591000E0,3.972517848E-1,-1.505251980E1,8.400496244E-1,1.508117517E1
3.099960000E0,3.172284365E-1,-1.509527969E1,5.187345147E-1,1.510752092E1
3.109750000E0,2.469789237E-1,-1.496638775E1,6.140295267E-1,1.498101442E1
3.119841000E0,3.086763024E-1,-1.515331268E1,7.276504636E-1,1.517391319E1
3.129804000E0,1.877249926E-1,-1.533535004E1,6.323554516E-1,1.534953012E1
3.139736000E0,2.890003473E-2,-1.544041920E1,5.028520226E-1,1.544863231E1
3.149709000E0,6.298020482E-3,-1.554182243E1,5.205671191E-1,1.555053936E1
3.159634000E0,1.064799204E-1,-1.564505863E1,5.932601094E-1,1.565666488E1
3.169784000E0,1.668272913E-2,-1.616246223E1,6.580117941E-1,1.617585989E1
3.179718000E0,-4.929071665E-2,-1.629135513E1,7.111570835E-1,1.630694410E1
3.189748000E0,7.410406321E-2,-1.647583580E1,7.557502389E-1,1.649332638E1
3.199729000E0,3.134349734E-2,-1.656868744E1,8.278323412E-1,1.658938493E1
3.209683000E0,5.076289643E-3,-1.668780518E1,9.322903156E-1,1.671382759E1
3.219707000E0,1.046473235E-1,-1.681547737E1,9.579466581E-1,1.684306659E1
3.229687000E0,3.447173536E-1,-1.689244652E1,8.412714005E-1,1.691689442E1
3.239663000E0,6.251045465E-1,-1.690160942E1,6.421293020E-1,1.692535042E1
3.249818000E0,6.996300817E-1,-1.677088356E1,5.731015205E-1,1.679525120E1
3.259646000E0,5.237008929E-1,-1.659922981E1,9.658879042E-1,1.663555327E1
3.270247000E0,4.913250208E-1,-1.652592659E1,1.329963565E0,1.658663477E1
3.279704000E0,6.092220545E-1,-1.662610817E1,1.069734931E0,1.667162131E1
3.289893000E0,7.130691409E-1,-1.651981735E1,8.107281327E-1,1.655506306E1
3.299686000E0,8.163053393E-1,-1.620155716E1,9.188512564E-1,1.624811055E1
3.309652000E0,8.847222924E-1,-1.603295898E1,1.047132969E0,1.609145720E1
3.319595000E0,9.030482173E-1,-1.592605686E1,1.031861305E0,1.598497798E1
3.329801000E0,8.535681367E-1,-1.574401855E1,7.685784101E-1,1.578586113E1
3.339613000E0,4.839946330E-1,-1.596393013E1,5.132367611E-1,1.597950963E1
3.349727000E0,3.624324501E-1,-1.569209576E1,4.051136076E-1,1.570150768E1
3.359683000E0,1.912618987E-2,-1.558397198E1,2.927144170E-1,1.558673250E1
3.369685000E0,-3.406734467E-1,-1.546240997E1,2.230757624E-1,1.546777112E1
3.379740000E0,-6.662645936E-1,-1.526082420E1,2.255192250E-1,1.527702598E1
3.389683000E0,-5.917389989E-1,-1.483505154E1,3.635747731E-1,1.485129946E1
3.399827000E0,4.986554086E-1,-1.454855537E1,3.898420036E-1,1.456231772E1
3.409764000E0,1.480187476E-1,-1.453511715E1,5.529429913E-1,1.454638395E1
3.419860000E0,-7.983398438E-2,-1.441783047E1,7.209309340E-1,1.443606422E1
3.429716000E0,-1.965092421E-1,-1.431764889E1,8.980818391E-1,1.434713339E1
3.440058000E0,-2.160569280E-1,-1.418325806E1,1.034915686E0,1.422260666E1
3.449611000E0,2.890003473E-2,-1.412400436E1,8.516560793E-1,1.414968737E1
3.459810000E0,3.282240033E-1,-1.406413937E1,4.979651272E-1,1.407677933E1
3.469804000E0,3.868670762E-1,-1.396762276E1,4.136657417E-1,1.397910122E1
3.480176000E0,3.508260250E-1,-1.383384323E1,6.690073609E-1,1.385445301E1
3.489894000E0,3.990843594E-1,-1.381979370E1,9.652770162E-1,1.385921087E1
3.499702000E0,4.387906194E-1,-1.389187527E1,9.481728077E-1,1.393110790E1
3.509614000E0,3.050111234E-1,-1.408735275E1,4.112222791E-1,1.409665361E1
3.519572000E0,2.488115132E-1,-1.393646908E1,4.356568754E-1,1.394549657E1
3.529838000E0,3.777040839E-1,-1.405497646E1,5.957035422E-1,1.407266451E1
3.539724000E0,3.618215919E-1,-1.424617767E1,6.103643179E-1,1.426383671E1
3.549647000E0,2.225443125E-1,-1.440622425E1,4.582588971E-1,1.441522890E1
3.559606000E0,8.021271229E-2,-1.450640583E1,3.623530567E-1,1.451115240E1
3.569868000E0,1.480187476E-1,-1.455955124E1,4.338243008E-1,1.456676510E1
3.579797000E0,2.677483559E-1,-1.485887527E1,5.059063435E-1,1.486989593E1
3.589705000E0,7.776924968E-2,-1.506290436E1,5.083498359E-1,1.507168057E1
3.599694000E0,-4.073860124E-2,-1.513865185E1,5.462234616E-1,1.514855767E1
3.609584000E0,7.349319756E-2,-1.529808712E1,6.085317135E-1,1.531036190E1
3.619620000E0,6.188675761E-2,-1.539765835E1,7.783522606E-1,1.541744288E1
3.629677000E0,8.082357794E-2,-1.560535240E1,8.510452509E-1,1.562875024E1
3.640096000E0,2.671374679E-1,-1.572080612E1,7.832391858E-1,1.574257194E1
3.649744000E0,4.992662668E-1,-1.573974323E1,6.305228472E-1,1.576027737E1
3.659614000E0,6.788606644E-1,-1.567621326E1,4.625349641E-1,1.569772126E1
3.669915000E0,5.114836097E-1,-1.549906158E1,6.720616817E-1,1.552205503E1
3.679976000E0,3.746497631E-1,-1.544958210E1,1.011702776E0,1.548720414E1
3.689684000E0,3.948083222E-1,-1.544164085E1,1.030028701E0,1.548099173E1
3.699942000E0,4.455101192E-1,-1.539093876E1,8.571538925E-1,1.542122524E1
3.709759000E0,5.041532516E-1,-1.528648090E1,6.048665047E-1,1.530674794E1
3.720243000E0,5.811222196E-1,-1.500487232E1,6.696182489E-1,1.503104404E1
3.729881000E0,7.283407450E-1,-1.478618240E1,9.274033904E-1,1.483313006E1
3.739810000E0,7.918707728E-1,-1.459070587E1,1.029417872E0,1.464839439E1
3.749708000E0,7.796534300E-1,-1.446547794E1,8.406605124E-1,1.451084497E1
3.759694000E0,4.204646647E-1,-1.468233490E1,5.700471997E-1,1.469941164E1
3.769819000E0,2.335398942E-1,-1.452289963E1,4.185526669E-1,1.453080661E1
3.779655000E0,9.914953262E-2,-1.432436848E1,3.446379602E-1,1.432885684E1
3.789892000E0,-2.545414269E-1,-1.421746635E1,2.530081868E-1,1.422199543E1
3.799703000E0,-5.899064541E-1,-1.403726196E1,2.145236582E-1,1.405128939E1
3.809667000E0,-5.447024107E-1,-1.368357086E1,3.208142221E-1,1.369816535E1
3.819794000E0,2.706743777E-2,-1.356628418E1,4.161092043E-1,1.357269118E1
3.830063000E0,3.575455248E-1,-1.342700672E1,4.423764050E-1,1.343904927E1
3.839829000E0,3.471608162E-1,-1.328467560E1,4.955216944E-1,1.329844608E1
3.849706000E0,-1.677985787E-1,-1.309347439E1,7.985107899E-1,1.311887371E1
3.859767000E0,-2.551523149E-1,-1.299695778E1,9.249598980E-1,1.303232769E1
3.869759000E0,-2.974302880E-2,-1.290349579E1,7.978999615E-1,1.292817592E1
3.880368000E0,2.329290211E-1,-1.284363079E1,6.464053392E-1,1.286199626E1
3.889906000E0,3.508260250E-1,-1.275994205E1,5.627168417E-1,1.277716128E1
3.899660000E0,3.801475465E-1,-1.266037083E1,5.749341249E-1,1.267911869E1
3.909594000E0,3.648759127E-1,-1.258828926E1,6.390749812E-1,1.260978104E1
3.919637000E0,3.392195702E-1,-1.250154591E1,8.791450262E-1,1.253700985E1
3.929734000E0,3.624324501E-1,-1.258706760E1,8.760907054E-1,1.262272408E1
3.939659000E0,3.398304284E-1,-1.266281509E1,4.784174562E-1,1.267640541E1
3.950172000E0,2.543092966E-1,-1.262371922E1,2.676689327E-1,1.262911742E1
3.959858000E0,2.952372730E-1,-1.254980469E1,5.297300816E-1,1.256444892E1
3.969891000E0,3.502151370E-1,-1.270007706E1,6.580117941E-1,1.272193332E1
3.979710000E0,2.182682604E-1,-1.289555454E1,5.175127983E-1,1.290778011E1
3.989770000E0,2.584570833E-2,-1.299329281E1,3.770138323E-1,1.299878708E1
3.999721000E0,1.546099875E-2,-1.304521656E1,4.503176510E-1,1.305299583E1
4.009606000E0,6.127589568E-2,-1.316067028E1,5.260649323E-1,1.317132269E1
4.020142000E0,1.761185527E-1,-1.331094265E1,6.066991091E-1,1.332592570E1
4.030001000E0,1.303036660E-1,-1.355467796E1,5.895949006E-1,1.356812057E1
4.039684000E0,-8.655349910E-2,-1.364997292E1,5.486669540E-1,1.366126962E1
4.049745000E0,-7.250359654E-2,-1.381185246E1,5.847079754E-1,1.382441349E1
4.059671000E0,2.828916907E-2,-1.396212482E1,6.079208255E-1,1.397538184E1
4.069619000E0,9.487348050E-2,-1.404520321E1,6.347989440E-1,1.405986145E1
4.080185000E0,1.284710616E-1,-1.426572514E1,7.575828433E-1,1.428640438E1
4.089690000E0,2.237660438E-1,-1.437690258E1,7.514742017E-1,1.439826769E1
4.099809000E0,4.186320603E-1,-1.444043255E1,6.329663396E-1,1.446035931E1
4.110105000E0,5.145379305E-1,-1.442638302E1,5.358387828E-1,1.444549755E1
4.119870000E0,3.025676608E-1,-1.436102009E1,6.464053392E-1,1.437874421E1
4.130487000E0,1.932227761E-1,-1.433780766E1,7.325373888E-1,1.435780883E1
4.139834000E0,2.500332594E-1,-1.429138184E1,6.445727944E-1,1.430809510E1
4.149707000E0,2.109378725E-1,-1.413805389E1,8.803667426E-1,1.416700774E1
4.159621000E0,2.347616255E-1,-1.411606312E1,7.435329556E-1,1.413758085E1
4.169579000E0,2.390376776E-1,-1.402443314E1,5.981470346E-1,1.403921806E1
4.180797000E0,3.141741157E-1,-1.385583496E1,7.936238647E-1,1.388210023E1
4.189652000E0,4.815511703E-1,-1.371044827E1,1.082563162E0,1.376154883E1
4.199637000E0,6.086111665E-1,-1.338424683E1,1.193740606E0,1.345115189E1
4.209712000E0,6.171633005E-1,-1.338241386E1,1.075843573E0,1.343976677E1
4.219636000E0,4.253515899E-1,-1.322236729E1,7.771305442E-1,1.325201315E1
4.229714000E0,7.349319756E-2,-1.342334175E1,5.278974771E-1,1.343391904E1
4.239627000E0,-1.085446477E-1,-1.326268482E1,4.057244956E-1,1.326933318E1
4.249913000E0,-3.015780747E-1,-1.309530735E1,3.373075724E-1,1.310312178E1
4.259754000E0,-5.349285603E-1,-1.293342781E1,3.043208420E-1,1.294806220E1
4.269877000E0,-3.217366040E-1,-1.272573376E1,4.417655468E-1,1.273746328E1
4.279701000E0,1.058690548E-1,-1.257362843E1,5.596625209E-1,1.258652304E1
4.289615000E0,2.934046686E-1,-1.244840145E1,6.207489967E-1,1.246732186E1
4.299796000E0,5.316421390E-1,-1.209593201E1,5.987578630E-1,1.212240593E1
4.309820000E0,2.139922082E-1,-1.204339695E1,7.038267255E-1,1.206584331E1
4.319686000E0,-4.806898534E-2,-1.189495754E1,8.467691541E-1,1.192515591E1
4.329640000E0,-2.844738364E-1,-1.180699253E1,1.031250477E0,1.185535641E1
4.339684000E0,-2.533197105E-1,-1.173918629E1,1.031250477E0,1.178711768E1
4.349703000E0,2.011640370E-1,-1.174346256E1,6.665639281E-1,1.176408464E1
4.359773000E0,4.265733063E-1,-1.161640263E1,5.040737391E-1,1.163515643E1
4.369786000E0,3.599889874E-1,-1.151622105E1,5.639385581E-1,1.153563895E1
4.379954000E0,3.111197650E-1,-1.142581272E1,6.598443985E-1,1.144907798E1
4.389637000E0,3.160066903E-1,-1.139710236E1,6.500705481E-1,1.141999974E1
4.399906000E0,2.903503478E-1,-1.131768990E1,7.129896879E-1,1.134384248E1
4.410086000E0,2.304855585E-1,-1.140382099E1,5.523321033E-1,1.141951521E1
4.420004000E0,2.115487456E-1,-1.132746315E1,4.038918912E-1,1.133663543E1
4.429705000E0,2.005531639E-1,-1.130852604E1,4.973542988E-1,1.132123421E1
4.440240000E0,1.205298156E-1,-1.136472607E1,5.089606643E-1,1.137675556E1
4.449725000E0,6.249762326E-2,-1.139526939E1,5.633276701E-1,1.140935619E1
4.459946000E0,3.928474337E-2,-1.147407055E1,5.828753710E-1,1.148893302E1
4.470270000E0,-2.180178091E-2,-1.157364178E1,4.338243008E-1,1.158179014E1
4.479869000E0,-7.800138742E-2,-1.168848419E1,4.002267122E-1,1.169559440E1
4.489644000E0,-4.257119820E-2,-1.178805542E1,4.704762101E-1,1.179751714E1
4.499677000E0,5.687154830E-3,-1.188823795E1,5.254540443E-1,1.189984605E1
4.509808000E0,8.204530925E-2,-1.204217529E1,5.712689161E-1,1.205599707E1
4.519861000E0,-1.935832016E-2,-1.222787857E1,5.162910819E-1,1.223878857E1
4.529750000E0,-2.668870427E-2,-1.245573139E1,5.217888355E-1,1.246668442E1
4.539780000E0,7.227146626E-2,-1.265548420E1,5.303409696E-1,1.266679774E1
4.549777000E0,8.632136881E-2,-1.275994205E1,5.333952904E-1,1.277137750E1
4.560065000E0,9.853866696E-2,-1.282041836E1,5.602733493E-1,1.283303327E1
4.569715000E0,1.070907861E-1,-1.293831539E1,6.140295267E-1,1.295332026E1
4.579818000E0,1.156428978E-1,-1.304643822E1,6.726725698E-1,1.306428000E1
4.589707000E0,1.522948146E-1,-1.314784145E1,6.842790246E-1,1.316651687E1
4.599763000E0,2.243769169E-1,-1.320098686E1,6.427401900E-1,1.321852920E1
4.609866000E0,3.563238084E-1,-1.324374771E1,5.364496112E-1,1.325939660E1
4.619644000E0,4.467318654E-1,-1.320159817E1,4.173309207E-1,1.321574548E1
4.630358000E0,2.512549758E-1,-1.311118984E1,5.657711625E-1,1.312579617E1
4.639617000E0,1.596251875E-1,-1.310935688E1,6.647313237E-1,1.312716975E1
4.649713000E0,2.017748952E-1,-1.301772785E1,6.213598847E-1,1.303411062E1
4.660206000E0,1.791728884E-1,-1.290777206E1,8.070629239E-1,1.293421946E1
4.669689000E0,2.152139246E-1,-1.288333702E1,6.018121839E-1,1.289918089E1
4.679796000E0,1.999423057E-1,-1.279354000E1,5.657711625E-1,1.280760476E1
4.689726000E0,2.457571924E-1,-1.265853882E1,7.252069712E-1,1.268167681E1
4.699756000E0,3.673193753E-1,-1.252781391E1,9.524488449E-1,1.256933585E1
4.709677000E0,4.528405070E-1,-1.227247143E1,1.021476626E0,1.232323147E1
4.719966000E0,4.577274323E-1,-1.224315071E1,9.707748294E-1,1.229010405E1
4.729832000E0,3.795366883E-1,-1.196765041E1,7.178766131E-1,1.199516783E1
4.739897000E0,1.912618987E-2,-1.224315071E1,4.680327475E-1,1.225210838E1
4.749690000E0,-1.623007953E-1,-1.212525368E1,3.281446099E-1,1.213077892E1
4.759765000E0,-7.250359654E-2,-1.184608746E1,5.199562311E-1,1.185771476E1
4.769762000E0,-1.287032068E-1,-1.167138004E1,5.266757607E-1,1.168396611E1
4.779922000E0,-1.910114586E-1,-1.155959225E1,5.474451780E-1,1.157412435E1
4.789764000E0,-1.054903194E-1,-1.142520142E1,5.853188634E-1,1.144067104E1
4.800074000E0,-2.363437787E-2,-1.127676105E1,5.926492214E-1,1.129234836E1
4.809830000E0,1.278602034E-1,-1.117413616E1,5.883731842E-1,1.119034629E1
4.819895000E0,4.925467670E-1,-1.098598957E1,5.260649323E-1,1.100960097E1
4.829753000E0,3.905322552E-1,-1.087969875E1,5.584407449E-1,1.090101906E1
4.839714000E0,2.401311137E-2,-1.082166672E1,6.934419870E-1,1.084388809E1
4.849784000E0,-2.319394350E-1,-1.068666553E1,8.510452509E-1,1.072300770E1
4.860449000E0,-3.302887380E-1,-1.062619019E1,9.451184869E-1,1.067324962E1
4.870197000E0,-4.623638839E-2,-1.059198189E1,7.807956934E-1,1.062082200E1
4.879820000E0,3.306674659E-1,-1.053944683E1,5.114041567E-1,1.055702679E1
4.890031000E0,3.948083222E-1,-1.046064568E1,4.558154345E-1,1.047801266E1
4.900025000E0,4.003061056E-1,-1.037878990E1,4.393220842E-1,1.039579380E1
4.909819000E0,3.208936155E-1,-1.028654861E1,5.535538197E-1,1.030642891E1
4.919652000E0,2.824091017E-1,-1.022912788E1,6.861116290E-1,1.025600124E1
4.929966000E0,2.555310428E-1,-1.017964745E1,7.661349773E-1,1.021163459E1
4.939788000E0,2.616396844E-1,-1.019308662E1,7.746870518E-1,1.022583054E1
4.949853000E0,2.860743105E-1,-1.018331242E1,6.958854198E-1,1.021106982E1
4.959656000E0,2.659157515E-1,-1.018697834E1,5.175127983E-1,1.020358066E1
4.969864000E0,2.317072898E-1,-1.020224953E1,4.167200625E-1,1.021338530E1
4.979663000E0,1.400775015E-1,-1.026089287E1,1.680978984E-1,1.026322567E1
4.989860000E0,1.003712639E-1,-1.028166199E1,1.613783687E-1,1.028341823E1
4.999943000E0,2.463680655E-1,-1.034580326E1,3.837333322E-1,1.035584828E1
5.009915000E0,3.905322552E-1,-1.047652817E1,5.566082001E-1,1.049856993E1
5.019913000E0,3.996952474E-1,-1.067811394E1,5.712689161E-1,1.070085145E1
5.029749000E0,2.433137298E-1,-1.073309135E1,4.258830547E-1,1.074429281E1
5.039732000E0,5.333464593E-2,-1.084671211E1,2.878274918E-1,1.085066140E1
5.049931000E0,-9.144042432E-2,-1.095178127E1,2.389582545E-1,1.095476953E1
5.060505000E0,-3.475823672E-3,-1.107089996E1,3.006556630E-1,1.107498225E1
5.069649000E0,1.028147265E-1,-1.128225899E1,3.531900644E-1,1.128825416E1
5.079994000E0,8.998655528E-2,-1.137694359E1,3.800681531E-1,1.138364594E1
5.089945000E0,8.632136881E-2,-1.147956848E1,4.075570703E-1,1.148712526E1
5.099999000E0,1.309145242E-1,-1.163656139E1,4.301590919E-1,1.164524523E1
5.109749000E0,2.298747003E-1,-1.171414089E1,4.643675387E-1,1.172559493E1
5.119900000E0,9.059742093E-2,-1.178683376E1,5.285083652E-1,1.179902450E1
5.129832000E0,-1.032362925E-3,-1.190167618E1,6.103643179E-1,1.191731688E1
5.139861000E0,-1.263880264E-2,-1.198231125E1,6.671747565E-1,1.200087767E1
5.149750000E0,9.670607746E-2,-1.208188152E1,6.268576980E-1,1.209851907E1
5.159673000E0,2.335398942E-1,-1.212525368E1,5.016303062E-1,1.213787257E1
5.169670000E0,4.797185957E-1,-1.213991451E1,2.969904840E-1,1.215301846E1
5.179748000E0,6.477065682E-1,-1.210020828E1,8.135503531E-2,1.211780438E1
5.189644000E0,4.222972393E-1,-1.200369072E1,3.470814228E-1,1.201613047E1
5.199728000E0,1.920010597E-1,-1.194443703E1,7.221526504E-1,1.196778780E1
5.209784000E0,2.286529690E-1,-1.186807919E1,6.769486070E-1,1.188956875E1
5.219778000E0,2.182682604E-1,-1.181676674E1,5.938709378E-1,1.183369342E1
5.229723000E0,2.286529690E-1,-1.174957085E1,3.562444150E-1,1.175719385E1
5.239634000E0,2.347616255E-1,-1.160235310E1,4.344351590E-1,1.161285685E1
5.249746000E0,3.496042788E-1,-1.145024681E1,7.881261110E-1,1.148266162E1
5.259728000E0,4.113016725E-1,-1.136716938E1,8.486017585E-1,1.140621908E1
5.269716000E0,4.736099243E-1,-1.108311749E1,9.719965458E-1,1.113573423E1
5.279815000E0,4.699447453E-1,-1.103547001E1,8.211128116E-1,1.107595019E1
5.289634000E0,2.671374679E-1,-1.093834209E1,5.712689161E-1,1.095650667E1
5.299631000E0,-1.141707227E-2,-1.103669167E1,3.415836394E-1,1.104198228E1
5.309619000E0,-2.099482715E-1,-1.100126171E1,2.108584642E-1,1.100528504E1
5.319696000E0,-2.698130608E-1,-1.084182549E1,2.078041285E-1,1.084717297E1
5.329659000E0,-1.115989760E-1,-1.067566967E1,3.745703697E-1,1.068282173E1
5.339692000E0,3.256522492E-2,-1.055594063E1,5.120149851E-1,1.056840113E1
5.349687000E0,-8.655349910E-2,-1.048385811E1,5.040737391E-1,1.049632615E1
5.359700000E0,-1.482508928E-1,-1.034763527E1,4.967434108E-1,1.036061234E1
5.369674000E0,-1.335901171E-1,-1.021813202E1,5.052955151E-1,1.023149021E1
5.379910000E0,2.828916907E-2,-1.004342461E1,5.077389479E-1,1.005629042E1
5.389614000E0,2.903503478E-1,-9.944464684E0,4.741413891E-1,9.959994539E0
5.400424000E0,6.464848518E-1,-9.776476860E0,4.087788165E-1,9.806352155E0
5.410230000E0,4.723882079E-1,-9.683625221E0,4.472633302E-1,9.705451691E0
5.419599000E0,6.188675761E-2,-9.641475677E0,5.779884458E-1,9.658983065E0
5.429802000E0,-1.763506830E-1,-9.517469406E0,7.123787999E-1,9.545721922E0
5.439659000E0,-2.349937558E-1,-9.397740364E0,7.459763885E-1,9.430229413E0
5.449600000E0,3.331109285E-1,-9.321992874E0,3.678508401E-1,9.335192996E0
5.459645000E0,2.817982435E-1,-9.226697922E0,5.059063435E-1,9.244852947E0
5.469850000E0,1.022038609E-1,-9.178439140E0,6.519031525E-1,9.202128471E0
5.479678000E0,2.121596038E-1,-9.139954567E0,5.535538197E-1,9.159159515E0
5.489685000E0,2.726352513E-1,-9.085587502E0,4.710870683E-1,9.101876359E0
5.500355000E0,2.701918185E-1,-9.038551331E0,4.185526669E-1,9.052270439E0
5.509759000E0,2.811873853E-1,-9.003731728E0,3.305880725E-1,9.014185479E0
5.519596000E0,2.384268045E-1,-8.906604767E0,5.816536546E-1,8.928761212E0
5.529672000E0,2.103270143E-1,-8.945088387E0,6.512922645E-1,8.971233210E0
5.539626000E0,1.871141344E-1,-8.983572960E0,3.580769897E-1,8.992653332E0
5.549671000E0,1.700099111E-1,-8.930428505E0,2.896600962E-1,8.936742115E0
5.559703000E0,1.529056728E-1,-8.948143005E0,3.757920861E-1,8.957335713E0
5.569667000E0,1.009821296E-1,-8.970745087E0,4.527611136E-1,8.982731067E0
5.579802000E0,4.233907163E-2,-9.033053398E0,4.545937181E-1,9.044584111E0
5.589596000E0,-4.134946689E-2,-9.082533836E0,3.440271020E-1,9.089141066E0
5.599630000E0,-3.218648955E-2,-9.115520477E0,4.142765999E-1,9.124986282E0
5.609756000E0,2.767830342E-2,-9.257241249E0,4.668110013E-1,9.269044942E0
5.619652000E0,-1.508226432E-2,-9.384301186E0,3.495248854E-1,9.390820191E0
5.629636000E0,-9.449474514E-2,-9.433170319E0,2.640037537E-1,9.437336992E0
5.639625000E0,-5.723196268E-2,-9.513193130E0,3.263120055E-1,9.518959952E0
5.649715000E0,5.883243307E-2,-9.648194313E0,4.289373755E-1,9.657903604E0
5.659802000E0,1.162537634E-1,-9.781973839E0,4.680327475E-1,9.793854286E0
5.669647000E0,1.893676817E-4,-1.005319881E1,4.075570703E-1,1.006145661E1
5.679658000E0,-7.067099959E-2,-1.013444328E1,3.880093992E-1,1.014211449E1
5.689640000E0,2.706743777E-2,-1.026761246E1,4.179417789E-1,1.027615072E1
5.699860000E0,1.480187476E-1,-1.040383530E1,4.295482337E-1,1.041375101E1
5.709715000E0,1.364123225E-1,-1.049118900E1,4.417655468E-1,1.050137190E1
5.719873000E0,7.288233191E-2,-1.054922104E1,4.668110013E-1,1.055979587E1
5.729682000E0,1.101451069E-1,-1.065245724E1,4.991868436E-1,1.066471587E1
5.739648000E0,1.584034711E-1,-1.073003674E1,5.327844024E-1,1.074442363E1
5.749804000E0,1.358014494E-1,-1.080456257E1,5.840970874E-1,1.082119142E1
5.759909000E0,1.254167408E-1,-1.089313793E1,5.969252586E-1,1.091020179E1
5.769712000E0,1.278602034E-1,-1.093712044E1,5.590516329E-1,1.095214547E1
5.779651000E0,2.378159463E-1,-1.098782253E1,4.686436057E-1,1.100038305E1
5.789717000E0,3.251696825E-1,-1.096705246E1,3.623530567E-1,1.097785383E1
5.799659000E0,2.561419010E-1,-1.092490292E1,3.623530567E-1,1.093391111E1
5.809656000E0,6.066503003E-2,-1.089435959E1,6.268576980E-1,1.091254790E1
5.819633000E0,6.494108588E-2,-1.085343170E1,6.793920994E-1,1.087486877E1
5.829740000E0,2.255986482E-1,-1.083205128E1,3.800681531E-1,1.084106459E1
5.839671000E0,2.359833568E-1,-1.068238926E1,5.211780071E-1,1.069769858E1
5.849657000E0,1.962771118E-1,-1.064695930E1,6.109752059E-1,1.066628135E1
5.859667000E0,1.748968214E-1,-1.058526230E1,4.649784267E-1,1.059691331E1
5.869652000E0,1.840597987E-1,-1.050462818E1,5.504994988E-1,1.052065307E1
5.879678000E0,2.170465291E-1,-1.042032814E1,6.867224574E-1,1.044518719E1
5.889733000E0,2.732461393E-1,-1.030059910E1,7.081027627E-1,1.032852433E1
5.899603000E0,1.712316275E-1,-1.015399075E1,5.706580877E-1,1.017145511E1
5.909708000E0,1.125885695E-1,-9.905980110E0,3.519683480E-1,9.912870414E0
5.919757000E0,-1.134315729E-1,-9.967677116E0,1.613783687E-1,9.969628719E0
5.929635000E0,7.532578707E-2,-9.846115112E0,3.647965193E-1,9.853158543E0
5.939637000E0,5.340856314E-1,-9.712946892E0,7.026049495E-1,9.752960499E0
5.949695000E0,-6.456235051E-2,-8.698299408E0,1.205347061E0,8.781653741E0
5.960056000E0,-3.409049511E0,-3.515107870E0,4.206528187E0,6.455422627E0
5.969602000E0,-4.106047153E0,-1.819957018E0,5.557150841E0,7.145193646E0
5.979924000E0,-3.038254261E0,-2.079574585E0,5.695206642E0,6.781666322E0
5.989636000E0,-2.503747225E0,-1.717331648E0,5.464910507E0,6.251657781E0
5.999709000E0,-2.382795811E0,-1.135787845E0,5.114884853E0,5.755847198E0
6.009806000E0,-2.256957769E0,-7.588840127E-1,4.816782475E0,5.373188692E0
6.019717000E0,-2.104852200E0,-4.729990661E-1,4.591372967E0,5.072951470E0
6.029581000E0,-2.002226830E0,-1.663447171E-1,4.384289742E0,4.822714939E0
6.039647000E0,-1.886162519E0,3.524081782E-2,4.205917358E0,4.609619484E0
6.049736000E0,-1.834238887E0,2.282742411E-1,4.008607864E0,4.414235883E0
6.059815000E0,-1.735278726E0,3.742710054E-1,3.817406893E0,4.209972260E0
6.069623000E0,-1.671137929E0,6.412191391E-1,3.615210533E0,4.034056415E0
6.079761000E0,-1.594779730E0,8.599089384E-1,3.428285599E0,3.877616267E0
6.090063000E0,-1.547132254E0,1.010181785E0,3.241971731E0,3.731550101E0
6.099939000E0,-1.501317382E0,1.087150693E0,3.071540356E0,3.587507584E0
6.109680000E0,-1.439620018E0,1.128078699E0,2.926154375E0,3.450716849E0
6.119907000E0,-1.420072317E0,1.186721802E0,2.678143263E0,3.255359482E0
6.129812000E0,-1.404800653E0,1.217265010E0,2.581015587E0,3.180698106E0
6.139720000E0,-1.402968049E0,1.283849359E0,2.491218328E0,3.134127834E0
6.149768000E0,-1.407244086E0,1.343103290E0,2.408751488E0,3.096182503E0
6.159842000E0,-1.388918161E0,1.398081183E0,2.336058617E0,3.056287702E0
6.169814000E0,-1.389528990E0,1.451226473E0,2.264587402E0,3.027408990E0
6.179807000E0,-1.402968049E0,1.507426023E0,2.198613882E0,3.012400300E0
6.189614000E0,-1.420683146E0,1.567290783E0,2.139359951E0,3.008588041E0
6.199587000E0,-1.436565638E0,1.580119014E0,2.078884363E0,2.980311582E0
6.209717000E0,-1.432289600E0,1.558738708E0,2.031236887E0,2.933776261E0
6.219629000E0,-1.439620018E0,1.658920646E0,1.987865448E0,2.962453805E0
6.229709000E0,-1.497652173E0,1.752993822E0,1.925557137E0,3.003950675E0
6.240088000E0,-1.555073500E0,1.814691186E0,1.857140303E0,3.026603343E0
6.249916000E0,-1.558738708E0,1.850121379E0,1.807660222E0,3.019975324E0
6.259706000E0,-1.522086740E0,1.839736700E0,1.766121387E0,2.969943421E0
6.269685000E0,-1.491543531E0,1.874556065E0,1.701369643E0,2.938251386E0
6.280425000E0,-1.490321755E0,1.963131547E0,1.586526990E0,2.931213451E0
6.289772000E0,-1.498263001E0,2.079806805E0,1.422815084E0,2.931687420E0
6.299741000E0,-1.385252953E0,2.160441160E0,1.310415864E0,2.881600508E0
6.309756000E0,-1.317446947E0,2.256346941E0,1.176636338E0,2.865526313E0
6.319669000E0,-1.308894873E0,2.302772760E0,1.030639648E0,2.842215027E0
