"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.101510000E-1,-2.321288921E-4,2.748928964E-4,1.099538058E-4,3.762177115E-4
4.202720000E-1,-8.429940790E-4,-3.359718248E-4,-5.009118468E-4,1.036546556E-3
4.300720000E-1,-2.321288921E-4,-3.359718248E-4,1.099538058E-4,4.229074710E-4
4.401340000E-1,3.787362948E-4,-3.359718248E-4,7.208194584E-4,8.808512585E-4
4.499790000E-1,-2.321288921E-4,-9.468374774E-4,-5.009118468E-4,1.096037276E-3
4.599020000E-1,-8.429940790E-4,-3.359718248E-4,-5.009118468E-4,1.036546556E-3
4.698370000E-1,-2.321288921E-4,-3.359718248E-4,-1.111777499E-3,1.184402844E-3
4.799550000E-1,3.787362948E-4,2.748928964E-4,1.099538058E-4,4.807256233E-4
4.898990000E-1,-2.321288921E-4,2.748928964E-4,-5.009118468E-4,6.167354419E-4
5.000730000E-1,-2.321288921E-4,2.748928964E-4,-5.009118468E-4,6.167354419E-4
5.098740000E-1,-2.321288921E-4,8.857585490E-4,-5.009118468E-4,1.043726357E-3
5.199440000E-1,3.787362948E-4,-3.359718248E-4,-1.111777499E-3,1.221624924E-3
5.298480000E-1,-2.321288921E-4,2.748928964E-4,1.099538058E-4,3.762177115E-4
5.399230000E-1,3.787362948E-4,-9.468374774E-4,1.099538058E-4,1.025686223E-3
5.500780000E-1,3.787362948E-4,-3.359718248E-4,1.099538058E-4,5.180811592E-4
5.599140000E-1,3.787362948E-4,-3.359718248E-4,-5.009118468E-4,7.122014647E-4
5.698650000E-1,-8.429940790E-4,-9.468374774E-4,-5.009118468E-4,1.363104143E-3
5.799310000E-1,-2.321288921E-4,-3.359718248E-4,-1.111777499E-3,1.184402844E-3
5.899320000E-1,3.787362948E-4,2.748928964E-4,1.099538058E-4,4.807256233E-4
6.001400000E-1,3.787362948E-4,1.496624202E-3,-5.009118468E-4,1.623033536E-3
6.099750000E-1,-2.321288921E-4,-3.359718248E-4,1.099538058E-4,4.229074710E-4
6.199830000E-1,-8.429940790E-4,2.748928964E-4,-5.009118468E-4,1.018389807E-3
6.300980000E-1,-2.321288921E-4,-3.359718248E-4,-5.009118468E-4,6.462766960E-4
6.401420000E-1,-2.321288921E-4,-3.359718248E-4,1.099538058E-4,4.229074710E-4
6.499310000E-1,3.787362948E-4,-3.359718248E-4,1.099538058E-4,5.180811592E-4
6.599310000E-1,3.787362948E-4,2.748928964E-4,1.099538058E-4,4.807256233E-4
6.699770000E-1,3.787362948E-4,2.748928964E-4,7.208194584E-4,8.594114132E-4
6.799050000E-1,3.787362948E-4,2.748928964E-4,1.099538058E-4,4.807256233E-4
6.899490000E-1,-2.321288921E-4,2.748928964E-4,-5.009118468E-4,6.167354419E-4
6.999100000E-1,3.787362948E-4,2.748928964E-4,-5.009118468E-4,6.855070851E-4
7.099240000E-1,3.787362948E-4,2.748928964E-4,-5.009118468E-4,6.855070851E-4
7.201330000E-1,-2.321288921E-4,-3.359718248E-4,-5.009118468E-4,6.462766960E-4
7.300140000E-1,-2.321288921E-4,2.748928964E-4,-5.009118468E-4,6.167354419E-4
7.399760000E-1,-8.429940790E-4,-3.359718248E-4,1.099538058E-4,9.141148307E-4
7.500350000E-1,-2.321288921E-4,-3.359718248E-4,-5.009118468E-4,6.462766960E-4
7.602740000E-1,-2.321288921E-4,2.748928964E-4,7.208194584E-4,8.056243657E-4
7.700130000E-1,-2.321288921E-4,2.748928964E-4,1.099538058E-4,3.762177115E-4
7.801890000E-1,-2.321288921E-4,-3.359718248E-4,-5.009118468E-4,6.462766960E-4
7.900130000E-1,3.787362948E-4,2.748928964E-4,-1.111777499E-3,1.206257225E-3
8.000170000E-1,3.787362948E-4,8.857585490E-4,-5.009118468E-4,1.085781777E-3
8.100170000E-1,-2.321288921E-4,8.857585490E-4,1.099538058E-4,9.222482687E-4
8.201930000E-1,3.787362948E-4,-3.359718248E-4,1.099538058E-4,5.180811592E-4
8.300000000E-1,-2.321288921E-4,2.748928964E-4,1.099538058E-4,3.762177115E-4
8.400000000E-1,-8.429940790E-4,2.748928964E-4,1.099538058E-4,8.934735369E-4
8.500740000E-1,3.787362948E-4,2.748928964E-4,1.099538058E-4,4.807256233E-4
8.599340000E-1,-2.321288921E-4,2.748928964E-4,-5.009118468E-4,6.167354419E-4
8.699190000E-1,9.896015981E-4,2.748928964E-4,1.099538058E-4,1.032941076E-3
8.799310000E-1,3.787362948E-4,2.748928964E-4,-5.009118468E-4,6.855070851E-4
8.899280000E-1,3.787362948E-4,2.748928964E-4,1.099538058E-4,4.807256233E-4
8.999440000E-1,-8.429940790E-4,-3.359718248E-4,-5.009118468E-4,1.036546556E-3
9.098740000E-1,-8.429940790E-4,-9.468374774E-4,1.099538058E-4,1.272489711E-3
9.199430000E-1,3.787362948E-4,-3.359718248E-4,-5.009118468E-4,7.122014647E-4
9.298970000E-1,-8.429940790E-4,-3.359718248E-4,1.099538058E-4,9.141148307E-4
9.399070000E-1,3.787362948E-4,2.748928964E-4,-5.009118468E-4,6.855070851E-4
9.499230000E-1,-2.321288921E-4,2.748928964E-4,-5.009118468E-4,6.167354419E-4
9.599000000E-1,-2.321288921E-4,-3.359718248E-4,-5.009118468E-4,6.462766960E-4
9.698380000E-1,-8.429940790E-4,2.748928964E-4,-5.009118468E-4,1.018389807E-3
9.798650000E-1,-2.321288921E-4,8.857585490E-4,1.099538058E-4,9.222482687E-4
9.900470000E-1,-2.321288921E-4,8.857585490E-4,-5.009118468E-4,1.043726357E-3
9.998810000E-1,-2.321288921E-4,2.748928964E-4,-1.111777499E-3,1.168545735E-3
1.009860000E0,-2.321288921E-4,-9.468374774E-4,-5.009118468E-4,1.096037276E-3
1.020108000E0,-8.429940790E-4,-3.359718248E-4,1.099538058E-4,9.141148307E-4
1.029955000E0,-2.321288921E-4,-3.359718248E-4,-5.009118468E-4,6.462766960E-4
1.039911000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.049989000E0,-6.597349420E-4,3.848522902E-4,-4.153903574E-4,8.694312094E-4
1.059933000E0,-4.886975512E-5,9.957179427E-4,1.954752952E-4,1.015900126E-3
1.070010000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.079899000E0,5.619954318E-4,9.957179427E-4,1.954752952E-4,1.159958481E-3
1.089969000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.099891000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.109930000E0,-4.886975512E-5,9.957179427E-4,8.063409477E-4,1.282196630E-3
1.120006000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.129873000E0,-4.886975512E-5,-8.368780836E-4,-4.153903574E-4,9.355759343E-4
1.139886000E0,-6.597349420E-4,3.848522902E-4,1.954752952E-4,7.883984208E-4
1.149877000E0,5.619954318E-4,3.848522902E-4,-4.153903574E-4,7.978090621E-4
1.159909000E0,5.619954318E-4,-2.260124311E-4,8.063409477E-4,1.008516836E-3
1.170048000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.180112000E0,-4.886975512E-5,-8.368780836E-4,1.954752952E-4,8.607925249E-4
1.189889000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.199861000E0,-6.597349420E-4,3.848522902E-4,1.954752952E-4,7.883984208E-4
1.209854000E0,5.619954318E-4,9.957179427E-4,-4.153903574E-4,1.216487664E-3
1.219922000E0,-4.886975512E-5,9.957179427E-4,-4.153903574E-4,1.079996122E-3
1.229866000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.239844000E0,-6.597349420E-4,-2.260124311E-4,-4.153903574E-4,8.117148278E-4
1.249906000E0,5.619954318E-4,-2.260124311E-4,-1.026256010E-3,1.191688668E-3
1.259882000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.269884000E0,-4.886975512E-5,-8.368780836E-4,1.954752952E-4,8.607925249E-4
1.279879000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.289891000E0,5.619954318E-4,-8.368780836E-4,1.954752952E-4,1.026846816E-3
1.299956000E0,-4.886975512E-5,9.957179427E-4,-4.153903574E-4,1.079996122E-3
1.309870000E0,-6.597349420E-4,9.957179427E-4,-4.153903574E-4,1.264615975E-3
1.319917000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.329895000E0,5.619954318E-4,-2.260124311E-4,-4.153903574E-4,7.344859654E-4
1.339893000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.349897000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.359946000E0,-1.270600362E-3,3.848522902E-4,1.954752952E-4,1.341919206E-3
1.370047000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.379903000E0,-4.886975512E-5,-8.368780836E-4,1.954752952E-4,8.607925249E-4
1.389958000E0,-1.270600362E-3,3.848522902E-4,-4.153903574E-4,1.391073583E-3
1.399923000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.409965000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.419951000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.429894000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.439873000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.449893000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.459899000E0,-6.597349420E-4,-2.260124311E-4,1.954752952E-4,7.242529971E-4
1.469983000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.480095000E0,-6.597349420E-4,-2.260124311E-4,1.954752952E-4,7.242529971E-4
1.489903000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.499998000E0,-4.886975512E-5,-2.260124311E-4,-1.026256010E-3,1.051984444E-3
1.509912000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.519989000E0,-1.270600362E-3,-2.260124311E-4,1.954752952E-4,1.305265295E-3
1.529845000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.539995000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.549903000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.559947000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.569896000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.580016000E0,5.619954318E-4,3.848522902E-4,-4.153903574E-4,7.978090621E-4
1.589883000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.599890000E0,-6.597349420E-4,-2.260124311E-4,-1.026256010E-3,1.240779276E-3
1.609949000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.619914000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.630038000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.640152000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.649979000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.659970000E0,5.619954318E-4,-2.260124311E-4,-4.153903574E-4,7.344859654E-4
1.670063000E0,-4.886975512E-5,-2.260124311E-4,-1.026256010E-3,1.051984444E-3
1.680095000E0,5.619954318E-4,-8.368780836E-4,1.954752952E-4,1.026846816E-3
1.690526000E0,5.619954318E-4,3.848522902E-4,1.954752952E-4,7.086330091E-4
1.700216000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.709914000E0,5.619954318E-4,3.848522902E-4,8.063409477E-4,1.055526350E-3
1.720015000E0,1.172860735E-3,-2.260124311E-4,1.954752952E-4,1.210328267E-3
1.729897000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.740141000E0,-4.886975512E-5,-8.368780836E-4,1.954752952E-4,8.607925249E-4
1.749930000E0,-6.597349420E-4,3.848522902E-4,-4.153903574E-4,8.694312094E-4
1.760164000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.769950000E0,5.619954318E-4,-8.368780836E-4,8.063409477E-4,1.290887104E-3
1.780135000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.790078000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
1.799920000E0,-6.597349420E-4,3.848522902E-4,1.954752952E-4,7.883984208E-4
1.809912000E0,-6.597349420E-4,-2.260124311E-4,-4.153903574E-4,8.117148278E-4
1.819898000E0,5.619954318E-4,3.848522902E-4,1.954752952E-4,7.086330091E-4
1.829982000E0,5.619954318E-4,3.848522902E-4,-4.153903574E-4,7.978090621E-4
1.839953000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.850062000E0,-6.597349420E-4,-2.260124311E-4,1.954752952E-4,7.242529971E-4
1.859962000E0,5.619954318E-4,3.848522902E-4,1.954752952E-4,7.086330091E-4
1.869899000E0,5.619954318E-4,-2.260124311E-4,-4.153903574E-4,7.344859654E-4
1.880154000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.889937000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.900169000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.909966000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.919962000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
1.930248000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
1.939886000E0,-4.886975512E-5,9.957179427E-4,-4.153903574E-4,1.079996122E-3
1.949828000E0,-4.886975512E-5,-8.368780836E-4,-4.153903574E-4,9.355759343E-4
1.959857000E0,5.619954318E-4,-2.260124311E-4,1.954752952E-4,6.364990773E-4
1.969897000E0,-4.886975512E-5,-2.260124311E-4,8.063409477E-4,8.388418182E-4
1.979968000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
1.990042000E0,-4.886975512E-5,-2.260124311E-4,-4.153903574E-4,4.754145780E-4
2.000144000E0,-6.597349420E-4,3.848522902E-4,-4.153903574E-4,8.694312094E-4
2.009922000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
2.019890000E0,-4.886975512E-5,-2.260124311E-4,1.954752952E-4,3.027878184E-4
2.030106000E0,5.619954318E-4,3.848522902E-4,-4.153903574E-4,7.978090621E-4
2.040203000E0,-4.886975512E-5,3.848522902E-4,1.954752952E-4,4.344077914E-4
2.050410000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
2.059953000E0,-4.886975512E-5,3.848522902E-4,-4.153903574E-4,5.683737214E-4
2.070037000E0,5.619954318E-4,3.848522902E-4,-4.153903574E-4,7.978090621E-4
2.080091000E0,-4.886975512E-5,9.957179427E-4,8.063409477E-4,1.282196630E-3
2.089881000E0,5.742129870E-4,4.703681916E-4,-1.142319292E-3,1.362299583E-3
2.099960000E0,-3.665219992E-5,4.703681916E-4,-1.142319292E-3,1.235913825E-3
2.109965000E0,-6.475173868E-4,-1.404965296E-4,-5.314536393E-4,8.493886106E-4
2.119954000E0,-3.665219992E-5,-7.513621822E-4,7.941201329E-5,7.564355759E-4
2.129996000E0,5.742129870E-4,-1.404965296E-4,7.941201329E-5,5.964613123E-4
2.139936000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.150006000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.160175000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.169920000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.180000000E0,1.185078290E-3,4.703681916E-4,7.941201329E-5,1.277483095E-3
2.189918000E0,-6.475173868E-4,-1.404965296E-4,7.941201329E-5,6.673262388E-4
2.200259000E0,-3.665219992E-5,-7.513621822E-4,6.902776659E-4,1.020966096E-3
2.209957000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.219906000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.229902000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.239872000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.249830000E0,5.742129870E-4,4.703681916E-4,7.941201329E-5,7.465072390E-4
2.259910000E0,5.742129870E-4,-1.404965296E-4,7.941201329E-5,5.964613123E-4
2.269906000E0,-6.475173868E-4,-7.513621822E-4,7.941201329E-5,9.950528443E-4
2.280000000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.289900000E0,5.742129870E-4,-1.404965296E-4,-5.314536393E-4,7.949231409E-4
2.299835000E0,-3.665219992E-5,-1.362226903E-3,-5.314536393E-4,1.462685370E-3
2.309865000E0,-6.475173868E-4,1.081233844E-3,7.941201329E-5,1.262795177E-3
2.319900000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.329907000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.339921000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.349943000E0,5.742129870E-4,-1.404965296E-4,-5.314536393E-4,7.949231409E-4
2.360115000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.369896000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.380177000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.389934000E0,5.742129870E-4,-7.513621822E-4,-1.142319292E-3,1.482956185E-3
2.399945000E0,5.742129870E-4,4.703681916E-4,-5.314536393E-4,9.129127892E-4
2.409936000E0,5.742129870E-4,1.081233844E-3,-5.314536393E-4,1.334627345E-3
2.420099000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.430036000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.440115000E0,-3.665219992E-5,1.081233844E-3,-5.314536393E-4,1.205343511E-3
2.450002000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.459951000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.469943000E0,-3.665219992E-5,-1.404965296E-4,6.902776659E-4,7.053835230E-4
2.480146000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.489932000E0,-6.475173868E-4,-1.404965296E-4,7.941201329E-5,6.673262388E-4
2.500003000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.509932000E0,-3.665219992E-5,-7.513621822E-4,7.941201329E-5,7.564355759E-4
2.519916000E0,1.185078290E-3,-7.513621822E-4,-5.314536393E-4,1.500466145E-3
2.529920000E0,5.742129870E-4,-1.404965296E-4,-5.314536393E-4,7.949231409E-4
2.539916000E0,5.742129870E-4,-1.404965296E-4,-5.314536393E-4,7.949231409E-4
2.549889000E0,5.742129870E-4,4.703681916E-4,-5.314536393E-4,9.129127892E-4
2.560142000E0,5.742129870E-4,4.703681916E-4,-5.314536393E-4,9.129127892E-4
2.570048000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.579901000E0,5.742129870E-4,-1.404965296E-4,-1.142319292E-3,1.286216620E-3
2.590104000E0,-3.665219992E-5,-1.404965296E-4,-1.142319292E-3,1.151510323E-3
2.600161000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.609963000E0,5.742129870E-4,-7.513621822E-4,-5.314536393E-4,1.084762026E-3
2.619949000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.630053000E0,5.742129870E-4,-7.513621822E-4,7.941201329E-5,9.489846949E-4
2.639884000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.649901000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.660119000E0,-3.665219992E-5,-7.513621822E-4,-5.314536393E-4,9.210491210E-4
2.670006000E0,5.742129870E-4,-1.404965296E-4,-5.314536393E-4,7.949231409E-4
2.680145000E0,-6.475173868E-4,-1.404965296E-4,7.941201329E-5,6.673262388E-4
2.689998000E0,-6.475173868E-4,-1.404965296E-4,6.902776659E-4,9.568183198E-4
2.699912000E0,-3.665219992E-5,4.703681916E-4,7.941201329E-5,4.784306504E-4
2.709924000E0,5.742129870E-4,-1.404965296E-4,-5.314536393E-4,7.949231409E-4
2.719981000E0,-3.665219992E-5,1.081233844E-3,-5.314536393E-4,1.205343511E-3
2.730021000E0,-6.475173868E-4,-7.513621822E-4,7.941201329E-5,9.950528443E-4
2.740185000E0,-3.665219992E-5,4.703681916E-4,-1.142319292E-3,1.235913825E-3
2.749914000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.759999000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.769994000E0,5.742129870E-4,4.703681916E-4,-5.314536393E-4,9.129127892E-4
2.780087000E0,5.742129870E-4,4.703681916E-4,-5.314536393E-4,9.129127892E-4
2.790005000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.800012000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.809887000E0,-3.665219992E-5,-1.404965296E-4,7.941201329E-5,1.654960013E-4
2.819903000E0,-3.665219992E-5,-1.404965296E-4,-5.314536393E-4,5.509316013E-4
2.829971000E0,5.742129870E-4,-1.404965296E-4,7.941201329E-5,5.964613123E-4
2.840121000E0,5.742129870E-4,-1.404965296E-4,7.941201329E-5,5.964613123E-4
2.850165000E0,-3.665219992E-5,-1.404965296E-4,-1.142319292E-3,1.151510323E-3
2.860007000E0,5.742129870E-4,4.703681916E-4,-1.142319292E-3,1.362299583E-3
2.869877000E0,5.742129870E-4,4.703681916E-4,7.941201329E-5,7.465072390E-4
2.879957000E0,1.185078290E-3,-1.404965296E-4,-5.314536393E-4,1.306366258E-3
2.889874000E0,-3.665219992E-5,4.703681916E-4,-5.314536393E-4,7.106564501E-4
2.899926000E0,-3.665219992E-5,1.692099497E-3,7.941201329E-5,1.694358391E-3
2.910020000E0,-3.665219992E-5,4.746425431E-3,6.902776659E-4,4.796496744E-3
2.919928000E0,1.795943594E-3,1.024421211E-2,-5.314536393E-4,1.041401643E-2
2.929930000E0,5.461134948E-3,1.818546094E-2,-5.314536393E-4,1.899519485E-2
2.940090000E0,7.293730974E-3,2.551584318E-2,7.941201329E-5,2.653795529E-2
2.949953000E0,1.401324850E-2,4.567439854E-2,-5.314536393E-4,4.777870089E-2
2.959926000E0,2.134363167E-2,6.888727844E-2,-1.142319292E-3,7.212705898E-2
2.969902000E0,-5.534439348E-3,-1.968818530E-2,1.168585010E-2,2.355448475E-2
2.979989000E0,-1.869247993E-3,-9.914341383E-3,6.177680194E-2,6.259521956E-2
2.990047000E0,7.293730974E-3,1.818546094E-2,1.149220690E-1,1.165804076E-1
3.000142000E0,1.795943594E-3,-7.513621822E-4,1.094242856E-1,1.094416019E-1
