"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.333264232E0	-1.348702051E-2	1.360951364E-2	-7.498455048E-2	7.739380721E-2
6.343283366E0	9.634159505E-3	9.155221283E-3	-3.067493439E-2	3.343032614E-2
6.353262933E0	3.551826626E-2	1.630404592E-2	6.631183624E-2	7.697161020E-2
6.363271216E0	3.803126141E-2	3.031579405E-2	1.692838669E-1	1.761319159E-1
6.373351358E0	4.470837116E-2	3.036838770E-2	3.464870453E-1	3.506769881E-1
6.383344429E0	3.151821718E-2	5.852872878E-2	4.842061996E-1	4.887480474E-1
6.393376964E0	3.931199014E-2	8.340848982E-2	5.285930634E-1	5.365752840E-1
6.403347732E0	5.716298521E-2	1.311501712E-1	4.880542755E-1	5.085911424E-1
6.413328616E0	-1.072066557E-2	1.291979402E-1	5.218153000E-1	5.376785729E-1
6.423326558E0	-3.574956208E-4	1.710257381E-1	8.872795105E-1	9.036121185E-1
6.433496029E0	3.368712217E-2	2.094602287E-1	1.214579582E0	1.232968763E0
6.443385764E0	1.041585803E-1	2.396911830E-1	1.325380325E0	1.350901136E0
6.453305632E0	1.455602050E-1	2.020134032E-1	1.332404137E0	1.355469650E0
6.463352566E0	1.297464520E-1	2.070327103E-1	1.178849220E0	1.203902890E0
6.473316533E0	1.533038020E-1	1.902486980E-1	1.098129272E0	1.124982010E0
6.483362016E0	1.146138757E-1	3.317907453E-1	1.044926643E0	1.102312628E0
6.493317758E0	4.352516681E-2	3.955510855E-1	8.448476791E-1	9.338751000E-1
6.503647129E0	-1.334129274E-2	3.683196306E-1	8.462572098E-1	9.230322884E-1
6.513458314E0	1.464446336E-1	4.159730077E-1	1.147466660E0	1.229292198E0
6.523361907E0	1.383821666E-1	3.644135594E-1	1.441978455E0	1.493736499E0
6.533360203E0	8.398105204E-2	4.081641436E-1	1.412666321E0	1.472846536E0
6.543309851E0	-5.995866656E-2	3.096681833E-1	1.458015442E0	1.491743428E0
6.553361175E0	-1.197755337E-2	3.112077713E-1	2.145780563E0	2.168263813E0
6.563338837E0	5.769777298E-2	3.032585382E-1	2.737969398E0	2.755316897E0
6.573332168E0	1.547499001E-1	1.618006229E-1	3.384757042E0	3.392153771E0
6.583509334E0	3.119444549E-1	2.612472773E-1	4.230872154E0	4.250392766E0
6.593420917E0	1.326273382E-1	-8.186602592E-2	4.363070488E0	4.365853426E0
6.603559208E0	6.477695704E-2	-3.373198509E-1	4.059518814E0	4.074024268E0
6.613452354E0	-7.310009003E-2	-5.538625717E-1	3.942788124E0	3.982170961E0
6.623354427E0	-1.296308041E-1	-6.729590893E-1	4.617166519E0	4.667751573E0
6.633307463E0	3.871339560E-2	-8.603110313E-1	5.412982941E0	5.481059944E0
6.643393481E0	8.755981922E-2	-1.314675093E0	5.714826584E0	5.864748946E0
6.653355990E0	2.875428200E-1	-1.642510891E0	5.299427986E0	5.555579167E0
6.663407245E0	3.826854229E-1	-1.985477209E0	4.251081467E0	4.707468695E0
6.673321872E0	1.175551414E-1	-2.441762924E0	3.177577019E0	4.009117247E0
6.683486186E0	-2.614579201E-1	-2.766050577E0	2.107871056E0	3.487479954E0
6.693526343E0	-2.585326433E-1	-2.824637890E0	2.113466263E-1	2.844307602E0
6.703410421E0	-5.209604502E-1	-2.717152119E0	-1.356065750E0	3.081108525E0
6.713368960E0	-7.390935421E-1	-2.183589697E0	-2.339946747E0	3.284763919E0
6.723324230E0	-6.164505482E-1	-1.239879608E0	-3.813411474E0	4.057021049E0
6.733396865E0	-1.023178101E-1	-1.208042622E0	-2.536027908E0	2.810920394E0
6.743371182E0	-1.797264814E-1	-1.548390388E0	-1.880038738E0	2.442203935E0
6.753431841E0	-2.792465687E-1	-1.692873478E0	-2.132022381E0	2.736661961E0
6.763329170E0	5.149202347E-1	-2.033940792E0	-2.808283091E0	3.505497384E0
6.773364835E0	1.630927324E-1	-1.841811657E0	-3.531021357E0	3.985847619E0
6.783415667E0	-3.359065056E-1	-1.471145630E0	-5.206556797E0	5.420824322E0
6.793339583E0	-5.738359690E-1	-1.091159344E0	-6.852830410E0	6.962844323E0
6.803325041E0	-6.717370749E-1	-8.663201332E-1	-7.727061272E0	7.804435737E0
6.813323270E0	-1.041495800E-1	-9.460687637E-1	-7.760942459E0	7.819086973E0
6.823310385E0	4.465378523E-1	-1.040659904E0	-6.677929401E0	6.773264367E0
6.833307942E0	4.309399128E-1	-9.988956451E-1	-5.658807755E0	5.762430643E0
6.843257721E0	2.362786531E-1	-1.052567959E0	-4.850620747E0	4.969129555E0
6.853353110E0	4.034042358E-2	-1.192325592E0	-4.299655437E0	4.462096430E0
6.863330805E0	-3.882122040E-2	-1.207783222E0	-4.260879517E0	4.428921049E0
6.873357152E0	-9.254932404E-2	-1.139441967E0	-4.441435337E0	4.586201176E0
6.883324326E0	-1.781114340E-1	-1.120504379E0	-4.677145481E0	4.812789586E0
6.893368913E0	-1.807268858E-1	-1.140908241E0	-4.945067406E0	5.078191161E0
6.903328706E0	-1.444458961E-1	-1.118890285E0	-5.341712952E0	5.459549189E0
6.913301103E0	3.488659859E-3	-1.096410751E0	-5.773680687E0	5.876862886E0
6.923358301E0	2.076395750E-1	-1.091309547E0	-5.952195168E0	6.054973000E0
6.933388900E0	1.813125610E-1	-1.258723736E0	-6.185083389E0	6.314468800E0
6.943378200E0	1.407179832E-1	-1.440151691E0	-6.765419006E0	6.918434272E0
6.953328850E0	2.761266232E-1	-2.055508137E0	-6.819128990E0	7.127543742E0
6.963310675E0	3.297785521E-1	-2.549212456E0	-6.256797791E0	6.764226240E0
6.973296587E0	1.986392736E-1	-2.999768734E0	-5.372667313E0	6.156591920E0
6.983302043E0	-2.124000192E-1	-3.164443493E0	-4.499275208E0	5.504751927E0
6.993340771E0	-9.282913804E-1	-3.708147526E0	-3.540961266E0	5.210613174E0
7.003347635E0	-1.453367949E0	-4.287686348E0	-2.354332685E0	5.102883009E0
7.013294067E0	-1.424578547E0	-4.619670868E0	-1.952253342E0	5.213643263E0
7.023295283E0	-1.309395790E0	-5.465672970E0	-2.071802139E0	5.990030255E0
7.033326891E0	-1.217208385E0	-5.979702950E0	-2.446258068E0	6.574391390E0
7.043332195E0	-1.072339535E0	-6.214307308E0	-2.521180153E0	6.791456159E0
7.053346847E0	-1.250831604E0	-6.296545029E0	-1.613051891E0	6.619138570E0
7.063279673E0	-1.736299992E0	-6.280949593E0	-8.688831329E-2	6.517101735E0
7.073279586E0	-3.059741497E0	-5.102192402E0	2.061958313E0	6.296511528E0
7.083302543E0	-2.490088701E0	-5.136369705E0	4.225741386E0	7.102093054E0
7.093273021E0	-1.158658504E0	-5.131198883E0	6.663381577E0	8.489543306E0
7.103318260E0	-6.518900394E-1	-5.551065445E0	8.496520996E0	1.017006181E1
7.113286880E0	-5.970714688E-1	-5.124278545E0	9.672830582E0	1.096258986E1
7.123283690E0	-5.621820688E-1	-3.794868469E0	9.935331345E0	1.065025278E1
7.133291595E0	-4.717273712E-1	-2.610148907E0	9.287211418E0	9.658555790E0
7.143299547E0	-6.543241739E-1	-1.607896328E0	7.182933807E0	7.389723189E0
7.153284023E0	-1.311980009E0	-1.337342978E0	5.116661072E0	5.448852935E0
7.163255261E0	-1.201003671E0	-1.319665670E0	5.458187103E0	5.742450152E0
7.173259380E0	-3.145872355E-1	-9.856879711E-1	6.575266838E0	6.656176072E0
7.183285440E0	-2.371500731E-1	-4.099681079E-1	5.719804764E0	5.739379805E0
7.193271470E0	-2.521810532E-1	-1.260148585E-1	4.597679138E0	4.606313980E0
7.203298985E0	6.886684895E-2	2.234164178E-1	3.705765724E0	3.713133063E0
7.213306242E0	3.427568674E-1	4.144753516E-1	3.364707947E0	3.407423023E0
7.223385871E0	3.160619736E-1	4.526138306E-1	3.115489960E0	3.164021514E0
7.233388685E0	2.857391238E-1	5.481820703E-1	2.962112427E0	3.025931337E0
7.243318092E0	2.737118006E-1	6.562508941E-1	3.190370560E0	3.268646156E0
7.253310796E0	3.680618405E-1	6.765493155E-1	3.401120186E0	3.487234866E0
7.263287648E0	4.478991330E-1	3.834653497E-1	4.009625435E0	4.052746653E0
7.273290574E0	3.296732306E-1	-9.121333063E-2	5.095440865E0	5.106909233E0
7.283330537E0	-2.891743183E-2	-6.969763041E-1	5.775448799E0	5.817423916E0
7.293332518E0	-2.493978143E-1	-1.295796394E0	6.322650909E0	6.458885514E0
7.303349509E0	-5.988713503E-1	-2.012677670E0	6.410693169E0	6.745850962E0
7.313321004E0	-7.279221416E-1	-2.116836071E0	5.087786674E0	5.558456516E0
7.323303752E0	-5.782268643E-1	-1.806366563E0	2.786972046E0	3.371130322E0
7.333314126E0	-4.865505099E-1	-1.785110354E0	7.932529449E-1	2.013107203E0
7.343320313E0	-1.042736769E-1	-1.561820745E0	-2.543058395E-1	1.585821081E0
7.353333406E0	9.276348352E-2	-1.179201722E0	-1.863670349E-1	1.197436611E0
7.363261453E0	-2.518272400E-1	-1.335539579E0	4.646873474E-1	1.436320736E0
7.373349476E0	-9.010046721E-2	-1.656197071E0	9.415798187E-1	1.907270140E0
7.383324488E0	3.268375397E-1	-1.692141294E0	1.889855385E0	2.557678305E0
7.393310494E0	3.071234226E-1	-1.727711678E0	2.891628265E0	3.382429077E0
7.403283997E0	-1.750122309E-1	-2.413179159E0	1.717441559E0	2.967097646E0
7.413321748E0	-5.292165279E-1	-2.824910641E0	7.603158951E-1	2.972922892E0
7.423314624E0	-6.644351482E-1	-2.248434305E0	-2.293748856E-1	2.355746958E0
7.433276562E0	-9.720307589E-1	-2.057940722E0	-6.612391472E-1	2.370063505E0
7.443244531E0	-8.204616308E-1	-1.740004539E0	-1.039332390E0	2.186546341E0
7.453239515E0	-6.426195502E-1	-1.490874767E0	-2.065832138E0	2.627418863E0
7.463313007E0	-2.116148472E-1	-1.415827751E0	-3.098054886E0	3.412813083E0
7.473307753E0	3.519893885E-1	-1.471236229E0	-3.460386992E0	3.776600416E0
7.483311626E0	6.495531797E-1	-1.610908508E0	-3.679813623E0	4.069149034E0
7.493275563E0	5.773919821E-1	-1.582568169E0	-4.028736115E0	4.366762896E0
7.503280031E0	1.875374317E-1	-1.520801544E0	-4.507683277E0	4.761009993E0
7.513404265E0	-3.433393240E-1	-1.770597935E0	-5.177162170E0	5.482326794E0
7.523330382E0	-6.265467405E-1	-1.739717007E0	-5.875701904E0	6.159792931E0
7.533381441E0	-6.575767994E-1	-1.398553371E0	-6.339110851E0	6.524774721E0
7.543312470E0	-5.920459032E-1	-1.129325867E0	-6.628796577E0	6.750321424E0
7.553449485E0	-5.684052706E-1	-1.214645863E0	-6.923814774E0	7.052493186E0
7.563359992E0	-5.472388268E-1	-1.252814770E0	-7.146571159E0	7.276159325E0
7.573322746E0	-5.112668276E-1	-1.138954639E0	-7.282989025E0	7.389217860E0
7.583313623E0	-4.254502058E-1	-9.991645813E-1	-7.351729393E0	7.431504747E0
7.593438061E0	-3.787238598E-1	-1.042758465E0	-7.388277054E0	7.471105327E0
7.603331780E0	-3.488289118E-1	-1.067223549E0	-7.219205379E0	7.305995759E0
7.613275640E0	-4.351869822E-1	-1.151727200E0	-6.778688908E0	6.889592626E0
7.623240570E0	-9.489291906E-1	-1.450717926E0	-6.264381409E0	6.499809501E0
7.633287535E0	-1.385434985E0	-1.666612148E0	-5.351784229E0	5.773960563E0
7.643291517E0	-1.159388781E0	-1.706152916E0	-4.705235481E0	5.137546209E0
7.653256508E0	-8.808429241E-1	-1.863061428E0	-4.138847828E0	4.623520681E0
7.663325004E0	-6.105250120E-1	-2.297630310E0	-3.533614159E0	4.258905359E0
7.673330752E0	-3.131645918E-1	-2.825590134E0	-2.690476894E0	3.914166269E0
7.683279626E0	-1.127007008E-1	-3.196691513E0	-2.202255726E0	3.883486624E0
7.693263563E0	-2.808674574E-1	-3.530862808E0	-2.263413191E0	4.203441206E0
7.703316031E0	-7.550312877E-1	-3.625994205E0	-2.616174936E0	4.534564755E0
7.713324765E0	-1.229943752E0	-3.990732431E0	-2.501917839E0	4.868089959E0
7.723287632E0	-1.091662407E0	-4.385824203E0	-1.651445389E0	4.811907379E0
7.733275066E0	-9.959477186E-1	-5.152923584E0	5.854606628E-3	5.248291874E0
7.743299783E0	-1.025594234E0	-5.686981201E0	1.595837593E0	5.995022630E0
7.753305641E0	-7.328138351E-1	-5.437241077E0	2.174985886E0	5.901793817E0
7.763321570E0	-5.652913451E-1	-5.380374432E0	2.185359955E0	5.834704916E0
7.773270035E0	-8.916003108E-1	-5.428136349E0	2.607462883E0	6.087567496E0
7.783247267E0	-9.138882756E-1	-5.096650124E0	3.336194992E0	6.159645387E0
7.793246383E0	-7.605774403E-1	-4.374861240E0	4.388603210E0	6.243214481E0
7.803376441E0	-7.531089783E-1	-4.002236843E0	5.199468613E0	6.604509576E0
7.813310970E0	-6.564828753E-1	-3.421145678E0	6.246530533E0	7.152227011E0
7.823314235E0	-7.518762350E-1	-2.602601051E0	7.293148994E0	7.780030357E0
7.833267867E0	-7.911295891E-1	-2.068036079E0	7.793281555E0	8.101721832E0
7.843256683E0	-7.112896442E-1	-1.789065957E0	7.234399796E0	7.486202666E0
7.853325091E0	-2.462433577E-1	-1.652239084E0	5.478755951E0	5.727765407E0
7.863268295E0	2.693889141E-1	-1.223482847E0	4.767431259E0	4.929288131E0
7.873285397E0	3.656249642E-1	-1.178437233E0	4.076300621E0	4.258946194E0
7.883258948E0	2.212516665E-1	-1.109281301E0	3.386366844E0	3.570285382E0
7.893383224E0	-9.103238583E-2	-8.901288509E-1	2.873538971E0	3.009624974E0
7.903317362E0	-4.397611618E-1	-7.042562366E-1	2.515473366E0	2.648956961E0
7.913277431E0	-2.909865379E-1	-5.530962944E-1	2.622369766E0	2.695813767E0
7.923336465E0	8.961558342E-2	-4.437163770E-1	3.025497437E0	3.059174711E0
7.933270482E0	2.662125230E-1	-4.109018743E-1	3.390796661E0	3.425961392E0
7.943303491E0	3.645369411E-1	-3.143423498E-1	3.630110741E0	3.661885072E0
7.953316495E0	3.503482938E-1	-3.372215033E-1	3.480906487E0	3.514707987E0
7.963365997E0	3.345361948E-1	-4.565922022E-1	3.405635834E0	3.452353739E0
7.973353748E0	2.856093645E-1	-6.563184261E-1	3.904629707E0	3.969692650E0
7.983362124E0	3.322400749E-1	-8.328729868E-1	4.929341316E0	5.010236191E0
7.993392312E0	2.810404599E-1	-1.098166108E0	5.425889015E0	5.543033840E0
8.003358906E0	-2.728050053E-1	-1.770626545E0	5.659729004E0	5.936503460E0
8.013329703E0	-9.639228582E-1	-2.746188641E0	5.680714607E0	6.382884753E0
8.023420101E0	-1.042536139E0	-3.118640423E0	5.159805298E0	6.118528451E0
8.033331300E0	-4.121919572E-1	-3.157929897E0	4.654919624E0	5.640097531E0
8.043342900E0	-3.223553002E-1	-3.203454733E0	4.140417099E0	5.244910764E0
8.053370200E0	-6.059844494E-1	-3.263796806E0	3.211692810E0	4.618934666E0
8.063517850E0	-6.660540700E-1	-3.146800756E0	2.204456329E0	3.899437233E0
8.073445675E0	-3.969743550E-1	-2.575930119E0	1.758913040E0	3.144324999E0
8.083404087E0	9.740835428E-2	-2.006519079E0	1.963748932E-1	2.018457406E0
8.093423293E0	-1.159762740E-1	-2.217939377E0	2.930355072E-2	2.221162820E0
8.103406396E0	-6.052219272E-1	-2.438839436E0	-4.792480469E-1	2.558106734E0
8.113404948E0	-8.743665218E-1	-2.622435808E0	-1.098048210E0	2.974457304E0
8.123438224E0	-8.593284488E-1	-3.117170572E0	-2.351430416E0	3.998052371E0
8.133394362E0	-4.898664951E-1	-3.392476797E0	-3.401832581E0	4.829216594E0
8.143361931E0	-5.521939993E-1	-3.328156233E0	-4.056128502E0	5.275767295E0
8.153302215E0	-8.280551434E-1	-2.588000774E0	-4.319471836E0	5.103063812E0
8.163395357E0	-7.423208952E-1	-1.741384506E0	-4.508638859E0	4.889916632E0
8.173340428E0	-4.052436352E-1	-6.609940529E-1	-4.871022224E0	4.932341539E0
8.183298964E0	-5.273605585E-1	-7.609353065E-1	-5.755475521E0	5.829462254E0
8.193440732E0	-1.909033060E-1	-1.152297497E0	-6.387548447E0	6.493458920E0
8.203410616E0	1.752368212E-1	-1.061124325E0	-6.851703644E0	6.935599152E0
8.213487058E0	2.711133957E-1	-8.655695915E-1	-7.395641327E0	7.451055216E0
8.223405779E0	-1.152745485E-1	-8.889322281E-1	-7.578455925E0	7.631283177E0
8.233327639E0	-9.101346135E-1	-1.296817780E0	-7.611259460E0	7.774403639E0
8.243351569E0	-1.480327129E0	-1.550197124E0	-7.493436813E0	7.793976829E0
8.253351534E0	-1.072879314E0	-1.290115833E0	-7.084619045E0	7.280610957E0
8.263600517E0	-2.083175182E-1	-1.017783165E0	-6.630575657E0	6.711468714E0
8.273471008E0	2.545462847E-1	-8.462438583E-1	-5.957786560E0	6.022967971E0
8.283429254E0	1.141653061E-1	-8.245935440E-1	-4.972981930E0	5.042175870E0
8.293385877E0	-1.605976820E-1	-7.874088287E-1	-3.945997000E0	4.026995977E0
8.303374188E0	-1.876177788E-1	-6.823244095E-1	-3.453361034E0	3.525119780E0
8.313362844E0	-5.390157700E-1	-1.572936535E0	-3.029543877E0	3.455836142E0
8.323354672E0	-6.320766211E-1	-1.971455574E0	-2.925461054E0	3.583919686E0
8.333387586E0	-6.150152683E-1	-1.940593243E0	-3.046084881E0	3.663711099E0
8.343359043E0	-6.504561901E-1	-2.172971249E0	-3.230401039E0	3.947200043E0
8.353346271E0	-6.593517661E-1	-2.545766354E0	-3.418067455E0	4.312639123E0
8.363319885E0	-4.088833332E-1	-2.624113083E0	-3.659350395E0	4.521504215E0
8.373392692E0	-3.860753775E-1	-2.817492008E0	-3.384315252E0	4.420509602E0
8.383320096E0	-8.418862820E-1	-3.045714855E0	-3.196310043E0	4.494613374E0
8.393283298E0	-1.136255503E0	-3.618622780E0	-2.665567636E0	4.635812573E0
8.403270899E0	-7.852826715E-1	-4.170489311E0	-9.564251900E-1	4.350218283E0
8.413383699E0	2.166187763E-2	-4.912381649E0	7.265548706E-1	4.965867969E0
8.423805099E0	7.389152050E-2	-5.937131882E0	2.125144005E0	6.306443687E0
8.433531299E0	-5.185806751E-2	-5.671254158E0	3.063357353E0	6.445926718E0
8.443443399E0	-4.102720618E-1	-5.314689159E0	2.656967163E0	5.955981744E0
8.453327949E0	-7.640510798E-1	-4.549434185E0	3.638535500E0	5.875377949E0
8.463360224E0	-1.039392114E0	-3.843820572E0	5.250208855E0	6.589384309E0
8.473379862E0	-8.230352402E-1	-3.303847551E0	6.336506844E0	7.193338212E0
8.483331181E0	-3.273418546E-1	-2.762059689E0	6.895442009E0	7.435270467E0
8.493584840E0	-4.492539167E-2	-2.257587433E0	7.155792236E0	7.503604590E0
8.503421170E0	1.146832854E-1	-2.173814535E0	7.058012962E0	7.386079397E0
8.513392335E0	7.639203966E-2	-2.158306599E0	6.809511185E0	7.143778110E0
8.523316917E0	2.515548468E-1	-1.747270226E0	6.346801758E0	6.587725377E0
8.533284208E0	3.203500807E-1	-1.329361677E0	5.292874336E0	5.466657606E0
8.543251354E0	1.695306152E-1	-1.285843253E0	2.840397835E0	3.122497936E0
8.553233927E0	2.784051299E-1	-1.103022814E0	2.244685173E0	2.516501594E0
8.563254713E0	1.627150178E-1	-9.135749936E-1	2.139465332E0	2.332039312E0
8.573223106E0	1.545151919E-1	-7.573448420E-1	2.317140579E0	2.442659743E0
8.583222803E0	1.904394627E-1	-5.952359438E-1	2.452541351E0	2.530915269E0
8.593262651E0	2.281944752E-1	-4.922380447E-1	2.488841057E0	2.547292841E0
8.603276075E0	1.769345850E-1	-5.489953756E-1	2.686625481E0	2.747846110E0
8.613291787E0	3.740365803E-1	-5.407501459E-1	3.141226768E0	3.209302057E0
8.623306143E0	4.954276979E-1	-6.188797951E-1	3.899148941E0	3.978922375E0
8.633301821E0	1.388620138E-1	-1.003765106E0	4.158554077E0	4.280233529E0
8.643250160E0	-7.908776402E-3	-1.294131875E0	4.428390503E0	4.613619220E0
8.653277830E0	1.939877570E-1	-1.137360334E0	4.726366043E0	4.865157321E0
8.663248665E0	1.519139409E-1	-1.161968112E0	4.647129059E0	4.792604326E0
8.673237082E0	3.237526119E-1	-1.357488751E0	4.683898926E0	4.887381775E0
8.683247791E0	4.662138224E-1	-1.448828578E0	4.792255402E0	5.028137967E0
8.693224645E0	2.322189808E-1	-1.704443336E0	5.142224312E0	5.422317181E0
8.703238572E0	-2.370113134E-1	-2.294924259E0	4.828489304E0	5.351369981E0
8.713235536E0	-3.613849282E-1	-2.705913067E0	4.662059784E0	5.402533297E0
8.723223518E0	-3.189202547E-1	-2.878492355E0	5.287481308E0	6.028672072E0
8.733207509E0	-7.062137127E-2	-3.041842937E0	5.110506058E0	5.947694343E0
8.743222004E0	-3.431363106E-1	-3.318354130E0	4.587645531E0	5.672363544E0
8.753261752E0	-7.552642822E-1	-3.580437660E0	3.547874451E0	5.096800084E0
8.763260126E0	-1.257376432E0	-3.774919987E0	-1.516365528E0	4.257978489E0
8.773231813E0	-1.540129900E0	-2.864205599E0	-2.915171623E0	4.367367561E0
8.783242156E0	-1.194192529E0	-2.545306683E0	-3.361780167E0	4.382493331E0
8.793230828E0	-1.194218040E0	-2.103404999E0	-3.527283430E0	4.276937890E0
8.803265164E0	-1.000338793E0	-1.428894043E0	-3.626526594E0	4.024190729E0
8.813284832E0	-4.081728458E-1	-8.160061836E-1	-3.652999163E0	3.765218990E0
8.823294166E0	2.122812271E-1	-6.762223244E-1	-4.128607273E0	4.189002025E0
8.833259333E0	3.809230328E-1	-1.514670372E0	-5.230517864E0	5.458721995E0
8.843238916E0	-1.682162285E-2	-2.687810421E0	-6.051860809E0	6.621905095E0
8.853267708E0	-5.710952282E-1	-3.237960815E0	-6.750774384E0	7.508894378E0
8.863301604E0	-1.110136032E0	-3.024377823E0	-7.485619545E0	8.149463982E0
8.873277552E0	-1.008481145E0	-1.941818714E0	-8.039820671E0	8.332251230E0
8.883393026E0	-6.362247467E-1	-8.261451721E-1	-8.064074516E0	8.131211200E0
8.893298263E0	-4.891860485E-1	-4.082269669E-1	-7.582680225E0	7.609401530E0
8.903286381E0	-4.622423649E-1	-4.151544571E-1	-7.024487495E0	7.051910791E0
8.913253440E0	-5.135071278E-1	-6.786804199E-1	-6.439193726E0	6.495191492E0
8.923259970E0	-5.033884048E-1	-1.016704559E0	-5.658782482E0	5.771386941E0
8.933244235E0	-3.430447578E-1	-9.758615494E-1	-4.477770805E0	4.595695470E0
8.943278367E0	-1.702768803E-1	-8.049907684E-1	-3.437158585E0	3.534269866E0
8.953242933E0	-2.251267433E-1	-7.399587631E-1	-2.478431463E0	2.596313452E0
8.963284216E0	-2.827744484E-1	-7.543725967E-1	-1.689588308E0	1.871830135E0
8.973324358E0	-4.211938381E-1	-1.056559563E0	-1.356888771E0	1.770556267E0
8.983373929E0	-6.566319466E-1	-1.477368832E0	-1.794586301E0	2.415434571E0
8.993346714E0	-2.283737659E-1	-1.378652096E0	-3.713176250E0	3.967431669E0
9.003335607E0	-3.868293762E-2	-1.498599529E0	-4.652217388E0	4.887783091E0
9.013344053E0	-1.182923317E-1	-1.965288639E0	-5.319337368E0	5.672010450E0
9.023325276E0	-1.396615505E-1	-2.273540020E0	-5.270927906E0	5.742052818E0
9.033330388E0	-3.780674934E-1	-2.392316341E0	-4.819623947E0	5.393967695E0
9.043287944E0	-8.243067265E-1	-2.751141071E0	-3.981585741E0	4.909305836E0
9.053372722E0	-1.423079371E0	-2.797026634E0	-2.324975014E0	3.905639730E0
9.063369611E0	-2.504437447E0	-3.054616451E0	-6.513266563E-1	4.003387940E0
9.073292055E0	-3.157409191E0	-3.901114941E0	-4.250688553E-1	5.036726527E0
9.083299277E0	-2.489550352E0	-5.195950508E0	-3.051717997E0	6.519873110E0
9.093324388E0	-1.477754116E0	-6.832325935E0	-2.884787560E0	7.562171261E0
9.103291944E0	-7.422313094E-1	-6.936240673E0	2.264460564E0	7.334175048E0
9.113306722E0	-7.494997978E-2	-6.644625187E0	5.233849049E0	8.458713687E0
9.123352611E0	2.111911774E-2	-6.541749001E0	5.128722191E0	8.312563823E0
9.133331055E0	1.294090748E-1	-5.470807552E0	5.980596542E0	8.106418259E0
9.143307277E0	-9.698599577E-1	-3.590105057E0	7.541561127E0	8.408604336E0
9.153357388E0	-1.452460289E0	-2.235820770E0	7.940670967E0	8.376323228E0
9.163374944E0	-1.360117316E0	-1.649887443E0	7.533812523E0	7.831371452E0
9.173290722E0	-3.746336699E-1	-2.201604366E0	6.257887840E0	6.644439208E0
9.183386111E0	-8.341264725E-2	-2.248169899E0	5.064315796E0	5.541526869E0
9.193311805E0	-1.799350977E-2	-2.117422104E0	4.163544655E0	4.671070993E0
9.203467652E0	3.775839806E-1	-2.068595171E0	3.850577354E0	4.387322829E0
9.213395576E0	9.711012244E-1	-1.881954074E0	4.058977127E0	4.578218435E0
9.223303538E0	4.734631777E-1	-9.858021140E-1	3.939687729E0	4.088656575E0
9.233328019E0	-2.262015045E-1	-6.639193892E-1	3.276650429E0	3.350879602E0
9.243267759E0	-7.528685331E-1	-8.551217914E-1	2.251110077E0	2.523002355E0
9.253273129E0	1.080311537E-1	-1.156899929E0	1.507315636E0	1.903178552E0
9.263729314E0	6.998664141E-1	-8.106181622E-1	1.383311272E0	1.749418440E0
9.273530907E0	-8.403857350E-1	-8.160911202E-1	1.425941467E0	1.845416476E0
9.283452203E0	6.650989056E-1	-9.783028364E-1	1.031469345E0	1.569510116E0
9.293377351E0	-3.060302138E-2	-4.115368724E-1	1.456590652E0	1.513920563E0
9.303302925E0	-1.124138832E-1	-9.705645442E-1	1.643255234E0	1.911784553E0
9.313314212E0	4.256309867E-1	-1.084098816E-1	2.077331543E0	2.123257116E0
9.323298856E0	-1.248582900E-1	-9.724156260E-1	2.013257980E0	2.239283242E0
9.333336178E0	-1.546576023E-1	-2.290424109E-1	2.061992645E0	2.080430982E0
9.343267339E0	6.649335623E-1	-8.661626577E-1	1.545582771E0	1.892406007E0
9.353288919E0	-1.009829521E0	-7.608669996E-1	1.747991562E0	2.157347620E0
9.363350709E0	1.219092369E0	-6.925779581E-1	2.063367844E0	2.494661759E0
9.373310104E0	-1.439076960E-1	-1.392372489E0	2.767043114E0	3.100957621E0
9.383295302E0	-3.014603257E-1	-9.770377874E-1	3.925447464E0	4.056429336E0
9.393318401E0	1.354771495E0	-1.131955862E0	4.104271889E0	4.467860519E0
9.403377950E0	9.114384651E-2	-1.530811548E0	4.199270248E0	4.470521426E0
9.413370725E0	-7.485653758E-1	-8.793990612E-1	4.424965858E0	4.573184413E0
9.423404612E0	1.018258572E0	-1.106910467E0	3.839932442E0	4.123976535E0
9.434732056E0	1.371043682E0	-1.706830740E0	5.434561729E0	5.858966901E0
9.444029278E0	1.309696436E0	-2.039851665E0	6.500243187E0	6.937539986E0
9.453976889E0	-6.684470177E-1	-2.249445677E0	6.624967575E0	7.028301547E0
9.463917694E0	-1.064110994E0	-3.229581356E0	5.256015778E0	6.260050303E0
9.473638597E0	-1.204958916E0	-3.727237463E0	3.289491653E0	5.115171594E0
9.483430048E0	-8.143068552E-1	-3.494725704E0	1.280017853E0	3.809809589E0
9.493317274E0	-6.918697357E-1	-3.276079416E0	-1.377032280E0	3.620441682E0
9.503320887E0	-1.228604317E0	-3.278038025E0	-3.169958591E0	4.722672901E0
9.513355693E0	-1.238002539E0	-2.961236238E0	-3.842296124E0	5.006476790E0
9.523280596E0	-9.705580473E-1	-2.285090208E0	-3.955922127E0	4.670432534E0
9.533344048E0	-1.269273758E0	-1.363879204E0	-3.889358282E0	4.312578139E0
