"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.330331394E1	-2.733187675E-1	-6.833992004E-1	-4.527327538E0	4.586767080E0
1.331328672E1	-2.543669939E-1	-1.359544754E0	-5.208529472E0	5.389048503E0
1.332332461E1	-1.020355225E-1	-1.823549747E0	-5.528565884E0	5.822438120E0
1.333332356E1	-3.978716731E-1	-2.195172787E0	-5.343072891E0	5.790122050E0
1.334333303E1	-1.020976782E0	-2.555943489E0	-4.834156036E0	5.562760582E0
1.335332676E1	-1.124084711E0	-2.788271427E0	-3.650520325E0	4.729093214E0
1.336329413E1	-1.124140143E0	-3.712761879E0	-2.449900866E0	4.588061255E0
1.337329382E1	-1.396707535E0	-4.661931992E0	-4.057273865E-1	4.883545489E0
1.338330916E1	-1.763381124E0	-4.601832390E0	8.615446091E-2	4.928873799E0
1.339328233E1	-1.261983037E0	-4.656908989E0	-1.668152809E0	5.105108844E0
1.340327191E1	-5.757424831E-1	-5.315859318E0	2.528572083E-2	5.347006551E0
1.341333371E1	-2.498518229E-1	-5.855613232E0	1.391550541E0	6.023872937E0
1.342331960E1	-1.286992431E-1	-5.691052437E0	3.869150162E0	6.882947356E0
1.343332105E1	8.377510309E-2	-5.445298672E0	5.032837868E0	7.415372741E0
1.344332778E1	-1.562365890E-1	-4.827887058E0	4.927680969E0	6.900358183E0
1.345349064E1	-8.840464354E-1	-4.484600544E0	3.019934654E0	5.478429105E0
1.346338257E1	-1.065041184E0	-4.130333424E0	2.383306503E0	4.886114694E0
1.347332203E1	-6.124961376E-1	-3.732633591E0	2.742040634E0	4.671883119E0
1.348338077E1	-9.162219167E-1	-4.222529888E0	2.443316460E0	4.963770400E0
1.349331213E1	-7.227685452E-1	-3.556680202E0	4.249208450E0	5.588214463E0
1.350358882E1	-2.220474035E-1	-2.589051247E0	4.647156715E0	5.324336291E0
1.351346766E1	-1.827351302E-1	-2.244861841E0	3.894471169E0	4.498855687E0
1.352342358E1	-9.554576129E-2	-2.364975214E0	3.578136444E0	4.290139528E0
1.353339204E1	3.229975700E-1	-1.988277912E0	5.096401215E0	5.480043962E0
1.354342127E1	-8.343531191E-2	-1.585523725E0	6.358533859E0	6.553762261E0
1.355362988E1	-3.838860691E-1	-1.261202455E0	6.800073624E0	6.926687623E0
1.356341069E1	-7.205629349E-1	-8.138275146E-1	6.792074203E0	6.878502610E0
1.357336510E1	-8.716660738E-1	-3.551185131E-1	6.628787041E0	6.695276584E0
1.358329630E1	-9.305614829E-1	-3.455582857E-1	5.285267830E0	5.377677123E0
1.359330040E1	-1.063878894E0	-7.492994070E-1	3.244390488E0	3.495619765E0
1.360333345E1	-8.119329214E-1	-8.990700245E-1	1.681706429E0	2.072606690E0
1.361328947E1	-5.387597084E-1	-9.494835734E-1	1.560991287E0	1.904855606E0
1.362333849E1	-4.092057347E-1	-1.386366606E0	2.090580940E0	2.541651110E0
1.363332849E1	1.849605888E-1	-1.563742638E0	2.440001488E0	2.903981528E0
1.364335450E1	7.581781149E-1	-1.595314264E0	2.502783775E0	3.063296963E0
1.365336300E1	7.335213423E-1	-1.771760583E0	1.928419113E0	2.719556839E0
1.366337775E1	6.721042395E-1	-1.589745998E0	3.036861420E0	3.493070817E0
1.367337062E1	5.451532602E-1	-1.375512362E0	3.560323715E0	3.855532556E0
1.368331756E1	1.380518824E-1	-1.555379748E0	4.624306679E0	4.880827465E0
1.369328103E1	3.631544411E-1	-1.270847321E0	5.618657112E0	5.772022332E0
1.370368377E1	-3.816542625E-1	-1.760316133E0	4.895767212E0	5.216599415E0
1.371351663E1	-1.668663740E0	-3.080747128E0	3.687808037E0	5.086783823E0
1.372347607E1	-2.300671101E0	-4.095747948E0	1.865624428E0	5.054581414E0
1.373337978E1	-1.711407900E0	-4.294999123E0	2.875358582E0	5.444595617E0
1.374331264E1	-1.038401842E0	-4.145306587E0	9.788646698E-1	4.384064453E0
1.375338957E1	-3.161862493E-1	-3.455146551E0	9.390792847E-1	3.594423645E0
1.376332504E1	1.714137793E-1	-1.496560097E0	-6.173949242E-1	1.627959244E0
1.377329577E1	3.434208632E-1	-5.234503746E-1	-1.659398556E0	1.773567521E0
1.378327263E1	8.389716148E-1	-2.333149910E-1	-2.242687225E0	2.405816960E0
1.379324557E1	9.860014915E-1	-1.197577953E0	-2.931370258E0	3.316522801E0
1.380327153E1	1.085179448E0	-2.022730350E0	-3.763967276E0	4.408684856E0
1.381332102E1	1.104168773E0	-2.089099407E0	-4.889322281E0	5.430377278E0
1.382330776E1	8.523126841E-1	-1.800096989E0	-5.050820351E0	5.429325215E0
1.383331213E1	-3.735702634E-1	-2.081828117E0	-4.666062832E0	5.123056256E0
1.384332631E1	-1.145835400E0	-2.220218658E0	-4.747507572E0	5.364805477E0
1.385334541E1	-9.574422836E-1	-1.878478527E0	-5.179238319E0	5.591948397E0
1.386335495E1	-6.426751614E-2	-9.837512970E-1	-5.596491337E0	5.682658903E0
1.387332423E1	8.016741276E-2	-6.335430145E-1	-5.790382385E0	5.825489828E0
1.388329086E1	7.909739017E-2	-5.380601883E-1	-5.919298172E0	5.944228799E0
1.389334318E1	9.608983994E-2	-8.453941345E-2	-5.882755280E0	5.884147334E0
1.390403034E1	1.725864410E-1	7.848396301E-1	-5.881563187E0	5.936206267E0
1.391366092E1	-4.774582386E-2	5.409450531E-1	-5.924734116E0	5.949569359E0
1.392346821E1	4.910612106E-2	1.219720840E-1	-6.250905037E0	6.252287772E0
1.393341586E1	2.524574995E-1	-1.071166992E-1	-6.605322838E0	6.611013430E0
1.394343818E1	6.293511391E-2	-4.545135498E-1	-6.246158600E0	6.262989753E0
1.395348684E1	-1.468755007E-1	-5.358934402E-1	-5.745515347E0	5.772321958E0
1.396349567E1	-1.615128517E-1	-2.270698547E-1	-5.163543701E0	5.171057017E0
1.397344858E1	-4.388346672E-1	-1.988096237E-1	-4.339421749E0	4.366083170E0
1.398338054E1	-8.700003028E-1	-6.564188004E-1	-3.763265848E0	3.917901991E0
1.399333302E1	-8.607711196E-1	-1.625680447E0	-4.322310925E0	4.697460544E0
1.400338626E1	-4.756999016E-2	-1.775669098E0	-4.992621899E0	5.299201550E0
1.401333288E1	1.127212048E-1	-2.461540222E0	-5.473363876E0	6.002466031E0
1.402334569E1	6.306087971E-2	-3.143648624E0	-5.926513672E0	6.708954289E0
1.403337910E1	1.522696018E-2	-3.703139782E0	-5.287798405E0	6.455562568E0
1.404332730E1	-9.038392305E-1	-4.201348305E0	-2.769359589E0	5.112495033E0
1.405334690E1	-1.577745080E0	-3.888691187E0	3.750710487E-1	4.213297637E0
1.406330220E1	-1.871535778E0	-4.238888741E0	-1.187052727E-1	4.635182290E0
1.407389235E1	-1.405107737E0	-4.860523701E0	1.616135597E0	5.311394606E0
1.408357892E1	-6.269677877E-1	-5.172789574E0	2.252468109E0	5.676658627E0
1.409340471E1	-4.221438766E-1	-5.141133785E0	2.376829147E0	5.679681227E0
1.410336561E1	-9.117294550E-1	-5.666235924E0	2.482655525E0	6.253083927E0
1.411340255E1	-1.296561599E0	-6.292672634E0	3.111085892E0	7.138463160E0
1.412338403E1	-3.301029205E-1	-5.433665752E0	4.572608948E0	7.109320927E0
1.413345126E1	3.048470020E-1	-4.721037865E0	5.905714035E0	7.566940497E0
1.414339188E1	1.561362147E-1	-3.526179552E0	6.455897331E0	7.357780311E0
1.415349569E1	-5.161228776E-1	-2.357889414E0	6.532552719E0	6.964213548E0
1.416340060E1	-6.768110991E-1	-1.760969162E0	3.818984985E0	4.259545982E0
1.417350405E1	-5.255843997E-1	-1.734615803E0	2.162157059E0	2.821356782E0
1.418359377E1	-7.509001344E-2	-1.516151428E0	2.918745041E0	3.289897609E0
1.419381064E1	1.905125231E-1	-1.203932762E0	3.444979668E0	3.654262446E0
1.420365407E1	-5.342123657E-2	-1.366303444E0	3.222060204E0	3.500187264E0
1.421352978E1	-1.784372032E-1	-1.502826929E0	2.769471169E0	3.155994165E0
1.422399714E1	1.659285128E-1	-1.421175718E0	2.681282997E0	3.039169493E0
1.423365882E1	1.787199676E-1	-1.110225558E0	2.326064110E0	2.583624559E0
1.424346566E1	-1.271048188E-2	-7.855037451E-1	2.030041695E0	2.176751472E0
1.425338658E1	-2.615411878E-1	-8.085848689E-1	1.833031654E0	2.020450031E0
1.426333954E1	-3.796735406E-1	-9.711244106E-1	1.862702370E0	2.134688440E0
1.427335452E1	-2.731279433E-1	-8.964192271E-1	1.694135666E0	1.936042861E0
1.428330051E1	-1.384329945E-1	-7.756838202E-1	1.430212975E0	1.632898722E0
1.429327951E1	-5.243682116E-2	-7.740331292E-1	1.292403221E0	1.507376194E0
1.430336400E1	7.398402691E-2	-7.514845133E-1	1.225727081E0	1.439656031E0
1.431346725E1	1.609150618E-1	-6.584655046E-1	9.561681747E-1	1.172061456E0
1.432338738E1	3.858909011E-2	-6.720567942E-1	7.581348419E-1	1.013862856E0
1.433331844E1	-1.241720468E-2	-6.023834944E-1	6.019697189E-1	8.516968967E-1
1.434331547E1	1.874662936E-3	-5.455965996E-1	5.428304672E-1	7.696389283E-1
1.435333348E1	-1.636284590E-2	-5.275397897E-1	4.120512009E-1	6.695910428E-1
1.436333949E1	-4.636743665E-2	-4.797427654E-1	2.515716553E-1	5.436831411E-1
1.437330500E1	-5.609729141E-2	-4.499848485E-1	-1.042270660E-2	4.535878116E-1
1.438328175E1	-7.920951396E-2	-4.340562522E-1	-2.589302063E-1	5.115895122E-1
1.439328062E1	-1.040242910E-1	-4.033271074E-1	-4.879360199E-1	6.415414002E-1
1.440326706E1	-9.276754409E-2	-4.427278936E-1	-5.537643433E-1	7.150305958E-1
1.441328328E1	-3.895647824E-2	-4.743776917E-1	-4.026069641E-1	6.234133213E-1
1.442330839E1	-9.839460254E-3	-5.155346990E-1	-3.567018509E-1	6.269840917E-1
1.443331545E1	-1.664781570E-2	-5.229215026E-1	-3.897943497E-1	6.524290633E-1
1.444332997E1	-4.404805601E-2	-5.124046803E-1	-3.977632523E-1	6.501648963E-1
1.445338274E1	-4.187797010E-2	-4.789906442E-1	-3.111639023E-1	5.727205040E-1
1.446331812E1	-2.883413434E-2	-4.546607733E-1	-3.095989227E-1	5.508169560E-1
1.447336981E1	-8.859230578E-2	-5.315431356E-1	-3.738946915E-1	6.558840919E-1
1.448344665E1	-1.008135229E-1	-5.723178387E-1	-4.896135330E-1	7.598897858E-1
1.449335558E1	-2.111908793E-2	-5.491085649E-1	-3.825168610E-1	6.695411718E-1
1.450331754E1	2.697198093E-2	-5.395324230E-1	-3.135662079E-1	6.246170747E-1
1.451335702E1	-4.569858313E-3	-5.373111367E-1	-3.702650070E-1	6.525490914E-1
1.452332426E1	-5.959071219E-2	-5.044150352E-1	-4.617261887E-1	6.864230868E-1
1.453330638E1	-1.117953360E-1	-4.843029082E-1	-4.994430542E-1	7.046210814E-1
1.454327694E1	-9.849126637E-2	-5.117572546E-1	-4.798898697E-1	7.084421672E-1
1.455329622E1	-1.013810039E-1	-4.706000388E-1	-4.546308517E-1	6.621417641E-1
1.456329186E1	-1.722854972E-1	-4.172402322E-1	-3.577432632E-1	5.759791197E-1
1.457334618E1	-1.907935143E-1	-3.808348179E-1	-1.388540268E-1	4.480153617E-1
1.458332834E1	-1.303038597E-1	-4.140645862E-1	1.075019836E-1	4.471971085E-1
1.459334942E1	-2.107679844E-2	-4.837431312E-1	2.388658524E-1	5.399153117E-1
1.460342096E1	7.252001762E-2	-5.602236986E-1	2.146177292E-1	6.042934015E-1
1.461343623E1	5.422492325E-2	-5.505400300E-1	8.399200439E-2	5.595438533E-1
1.462361136E1	-3.182825446E-2	-4.897218049E-1	-4.762554169E-2	4.930605198E-1
1.463348543E1	-7.994201779E-2	-4.265807867E-1	-1.365642548E-1	4.549853728E-1
1.464343397E1	-4.075700045E-2	-4.164376259E-1	-1.236658096E-1	4.363194493E-1
1.465353623E1	5.283072591E-3	-4.224832058E-1	-1.095123291E-1	4.364778577E-1
1.466344637E1	1.028306782E-2	-3.519975543E-1	-1.420049667E-1	3.797017649E-1
1.467373743E1	-1.006329060E-1	-2.151072025E-1	3.869628906E-2	2.406148232E-1
1.468350297E1	-5.820968747E-2	-2.191564441E-1	1.308403015E-1	2.617959113E-1
1.469343223E1	-6.953597069E-3	-1.821485758E-1	9.366226196E-2	2.049367597E-1
1.470339037E1	-4.826536775E-2	-1.943945289E-1	-4.532337189E-2	2.053606258E-1
1.471337093E1	-4.510675371E-2	-2.115311921E-1	-1.770753860E-1	2.795277389E-1
1.472340522E1	4.302710295E-4	-2.916087210E-1	-9.202194214E-2	3.057840237E-1
1.473334736E1	1.503351927E-1	-3.755892515E-1	-1.025924683E-1	4.173645535E-1
1.474334643E1	2.058338225E-1	-4.151264429E-1	-1.693801880E-1	4.933428566E-1
1.475341896E1	1.775947511E-1	-4.120034277E-1	-2.241296768E-1	5.015185262E-1
1.476336373E1	1.926226616E-1	-3.712007403E-1	-1.362876892E-1	4.398497625E-1
1.477345112E1	2.621674836E-1	-3.121852577E-1	2.928543091E-2	4.087163577E-1
1.478336481E1	1.781450361E-1	-2.376055717E-1	1.891708374E-2	2.975733820E-1
1.479334215E1	2.283930779E-3	-2.059249133E-1	-1.554670334E-1	2.580315576E-1
1.480335533E1	-1.304795146E-1	-1.806195676E-1	-3.621597290E-1	4.252152411E-1
1.481334841E1	-1.372214109E-1	-6.550663710E-2	-4.909448624E-1	5.139530066E-1
1.482336146E1	-8.594600856E-2	-5.041125417E-2	-6.806993484E-1	6.879532062E-1
1.483332398E1	1.304523647E-2	-9.885597229E-2	-7.566480637E-1	7.631899984E-1
1.484330024E1	1.276089549E-1	-1.481729150E-1	-2.495365143E-1	3.170295413E-1
1.485336987E1	9.115295112E-2	-3.272262216E-1	6.118297577E-2	3.451510062E-1
1.486333868E1	-2.108186483E-3	-4.343381226E-1	-2.246837616E-1	4.890161980E-1
1.487346709E1	3.554452956E-2	-2.792365551E-1	-1.357002258E-1	3.124916296E-1
1.488337880E1	7.417991757E-2	-1.095618904E-1	2.672891617E-1	2.982448054E-1
1.489336915E1	-1.879617572E-3	-3.146681190E-2	6.057939529E-1	6.066135563E-1
1.490334632E1	-1.882189959E-1	-9.916177392E-2	2.745246887E-2	2.145066103E-1
1.491335041E1	-1.136768460E-1	-1.553778350E-1	-2.815198898E-1	3.410544609E-1
1.492338396E1	-5.154249072E-2	-1.675138324E-1	-4.934797287E-1	5.236790573E-1
1.493332123E1	-5.647410452E-2	-1.300667822E-1	-3.772611618E-1	4.030293743E-1
1.494330986E1	-1.052098349E-1	-8.706197143E-2	-2.907590866E-1	3.212316028E-1
1.495329068E1	-6.951572001E-2	-7.404544950E-2	-1.850271225E-1	2.110691829E-1
1.496330909E1	8.151553571E-3	-1.475615203E-1	-1.954841614E-2	1.490737760E-1
1.497338180E1	4.220217094E-2	-2.530420423E-1	-9.726142883E-2	2.743557616E-1
1.498329415E1	6.236236170E-2	-2.768973112E-1	-4.098730087E-1	4.985549803E-1
1.499331532E1	5.826776475E-2	-2.419059128E-1	-3.815498352E-1	4.555149611E-1
1.500334991E1	2.002055198E-2	-2.728004158E-1	-4.086112976E-2	2.765691980E-1
1.501333071E1	-1.022553742E-1	-2.425127923E-1	3.166189194E-1	4.117233976E-1
1.502338760E1	-3.165268004E-1	-5.146503448E-2	6.671133041E-1	7.401878314E-1
1.503329655E1	-4.893223643E-1	1.049822867E-1	7.724304199E-1	9.203838386E-1
1.504339652E1	-5.338035822E-1	1.406655312E-1	4.937496185E-1	7.406225367E-1
1.505336351E1	-4.178294241E-1	8.480927348E-2	3.159704208E-1	5.306706581E-1
1.506331201E1	-3.624829352E-1	-7.953438163E-2	2.211809158E-1	4.320192052E-1
1.507340675E1	-1.684510410E-1	-1.725967079E-1	-3.235435486E-2	2.433355319E-1
1.508336263E1	-4.698202014E-2	-2.140112519E-1	-3.275203705E-2	2.215419195E-1
1.509336556E1	3.125038743E-2	-1.219478399E-1	-1.621274948E-1	2.052637010E-1
1.510338553E1	2.728569508E-2	4.377105832E-2	-2.710170746E-1	2.758816221E-1
1.511335852E1	-2.786565423E-1	-1.048041880E-1	-4.769754410E-1	5.622623566E-1
1.512381651E1	-2.232351899E-1	-1.783287227E-1	-3.722743988E-1	4.692795663E-1
1.513354550E1	4.130786657E-2	-1.503437161E-1	-1.855144501E-1	2.423327960E-1
1.514343000E1	-7.641530037E-2	-1.090860367E-1	1.493759155E-1	2.001305216E-1
1.515339125E1	-2.587150335E-1	-1.350502372E-1	2.768564224E-1	4.022704485E-1
1.516331488E1	-2.964704037E-1	-1.120585650E-1	3.298664093E-1	4.574534624E-1
1.517338169E1	-2.601142526E-1	-1.604751647E-1	2.724866867E-1	4.094639145E-1
1.518335959E1	-3.024603724E-1	-2.715044320E-1	2.713451385E-1	4.886973682E-1
1.519332805E1	-1.447285414E-1	-2.395565808E-1	-1.442909241E-2	2.802532869E-1
1.520335827E1	2.777534723E-2	-1.603705883E-1	-1.692028046E-1	2.347760307E-1
1.521333889E1	-1.093864441E-3	-1.584207416E-1	-6.168670654E-1	6.368856289E-1
1.522331569E1	4.332965612E-2	-1.082980335E-1	-7.338647842E-1	7.430770113E-1
1.523327510E1	1.586613655E-1	-6.703886390E-2	-4.655838013E-1	4.964231201E-1
1.524332880E1	2.378609478E-1	9.748935699E-4	-1.895217896E-1	3.041336707E-1
1.525330715E1	3.891369104E-1	1.000411808E-1	6.964683533E-3	4.018510666E-1
1.526334082E1	3.082361519E-1	-2.344727516E-3	1.157398224E-1	3.292578467E-1
1.527332666E1	1.391673088E-2	-1.213411689E-1	-1.130113602E-1	1.663998864E-1
1.528341008E1	-1.593621373E-1	-4.749399424E-2	-2.947254181E-1	3.384007127E-1
1.529343329E1	1.158995032E-1	1.475301683E-1	-6.113080978E-1	6.394493224E-1
1.530336490E1	1.757898927E-1	8.848616481E-2	-5.924901962E-1	6.243208473E-1
1.531332820E1	1.572734714E-1	7.578507066E-2	-4.719142914E-1	5.031713626E-1
1.532339785E1	3.033646643E-1	2.285474241E-1	-4.685945511E-1	6.031955719E-1
1.533334917E1	2.253201008E-1	1.147636473E-1	-3.864650726E-1	4.618388192E-1
1.534335884E1	-3.915661573E-2	-9.512279928E-2	-4.240322113E-2	1.112637437E-1
1.535343667E1	2.830963731E-1	1.373985708E-1	-2.263116837E-1	3.876066329E-1
1.536338058E1	9.723401070E-2	-9.550230205E-2	2.424430847E-2	1.384302316E-1
1.537333454E1	1.941913366E-1	2.427103668E-1	1.800823212E-1	3.592328490E-1
1.538331302E1	-1.305103302E-3	2.100673318E-1	-5.271053314E-2	2.165834423E-1
1.539329126E1	6.556397676E-2	-2.299128920E-1	3.022060394E-1	3.853401915E-1
1.540330988E1	3.544985056E-1	1.165490299E-1	6.939830780E-1	7.879501123E-1
1.541328619E1	1.413832188E0	6.152268648E-1	-1.568593979E-1	1.549848515E0
1.542327734E1	8.910895586E-1	5.644635558E-1	1.941366196E-1	1.072543115E0
1.543332592E1	7.359075546E-1	1.848407090E-1	3.050708771E-1	8.177984206E-1
1.544331821E1	5.928695202E-1	2.479209602E-1	5.165691376E-1	8.245015126E-1
1.545332986E1	7.362771630E-1	3.431210220E-1	5.271043777E-1	9.683362647E-1
1.546333018E1	7.444223166E-1	3.562159240E-1	5.070800781E-1	9.685992853E-1
1.547333384E1	6.074129939E-1	2.406450212E-1	3.178586960E-1	7.265636393E-1
1.548330967E1	6.387171745E-1	2.959259450E-1	1.176595688E-1	7.137055192E-1
1.549335258E1	8.922601342E-1	5.020093918E-1	3.360347748E-1	1.077525381E0
1.550331304E1	1.053706527E0	6.341344714E-1	5.932359695E-1	1.365413083E0
1.551325577E1	8.258386254E-1	5.759599209E-1	3.778524399E-1	1.075412354E0
1.552323664E1	7.210502625E-1	7.138305902E-1	-1.065664291E-1	1.020207820E0
1.553326057E1	6.990869045E-1	7.193412781E-1	-5.254449844E-1	1.132372203E0
1.554335053E1	3.435159326E-1	5.308706760E-1	-3.459815979E-1	7.207843899E-1
1.555332252E1	-1.271241903E-1	2.110398412E-1	1.012163162E-1	2.663514915E-1
1.556335401E1	-5.277211070E-1	-1.245972663E-1	4.097251892E-1	6.796239962E-1
1.557332325E1	-1.031200886E0	-7.022734880E-1	8.340282440E-1	1.500721970E0
1.558332638E1	-2.100839853E0	-1.364936113E0	1.080374718E0	2.728330664E0
1.559326444E1	-2.009474277E0	-1.141240716E0	9.145755768E-1	2.485330105E0
1.560330797E1	-1.675361037E0	-9.545434713E-1	-4.704189301E-1	1.984762407E0
1.561331123E1	-1.200363755E0	-2.734615207E-1	-9.445123672E-1	1.551695189E0
1.562339687E1	-4.516441822E-1	7.187855244E-1	-8.697004318E-1	1.215324623E0
1.563350068E1	-3.885245919E-1	5.123608112E-1	-6.958951950E-1	9.474888294E-1
1.564336959E1	-1.316139102E0	-3.075136542E-1	-2.174711227E-1	1.368970589E0
1.565333905E1	-2.494061947E0	-1.081680775E0	9.444236755E-2	2.720165005E0
1.566331327E1	-3.639518261E0	-1.701073766E0	3.408432007E-2	4.017574750E0
1.567328989E1	-4.400540829E0	-2.271934271E0	2.416992188E-2	4.952477067E0
1.568333219E1	-4.440692902E0	-2.548771143E0	3.264245987E-1	5.130549757E0
1.569327235E1	-4.074735165E0	-2.408163548E0	4.295740128E-1	4.752604777E0
1.570327642E1	-3.817492485E0	-2.346876144E0	5.277004242E-1	4.512155167E0
1.571327396E1	-4.051822662E0	-2.786353350E0	1.195363998E0	5.060625156E0
1.572327173E1	-4.248011589E0	-3.425365448E0	1.466537476E0	5.650616168E0
1.573333062E1	-4.365211964E0	-3.925102234E0	1.058343887E0	5.965030999E0
1.574330956E1	-4.547417164E0	-4.239778519E0	3.358707428E-1	6.226357997E0
1.575330303E1	-4.621449947E0	-4.348525047E0	-9.618101120E-1	6.418142130E0
1.576324976E1	-3.758560419E0	-3.715701103E0	-3.150324821E0	6.152865803E0
1.577330263E1	-3.184072495E0	-3.361437321E0	-4.546183109E0	6.488864259E0
1.578332007E1	-3.217939615E0	-3.858605862E0	-5.348040581E0	7.337950164E0
1.579329128E1	-2.734677553E0	-4.466612816E0	-5.169270515E0	7.358698868E0
1.580326439E1	-1.827607155E0	-4.668749809E0	-4.376211166E0	6.654967834E0
1.581325395E1	-2.622653246E-1	-5.163381100E0	-3.256533623E0	6.110179925E0
1.582333272E1	-1.660577357E-1	-5.780411720E0	-2.561190605E0	6.324589484E0
1.583331761E1	-4.870118499E-1	-6.564855576E0	-2.258512974E0	6.959553874E0
1.584327056E1	-2.504670620E-2	-6.407755375E0	-2.491672516E0	6.875200958E0
1.585325403E1	2.631093025E0	-4.551883698E0	-2.247983932E0	5.718017791E0
1.586328276E1	4.969613075E0	-2.577790499E0	-1.498828888E0	5.795562614E0
1.587337813E1	6.386005878E0	-1.263236284E0	-7.019538879E-1	6.547486254E0
1.588334182E1	7.379662037E0	-3.700227439E-1	4.756355286E-1	7.404225670E0
1.589330816E1	8.423257828E0	9.963589311E-1	1.478391647E0	8.609857456E0
1.590335433E1	9.206273079E0	2.513335705E0	1.756650925E0	9.703511882E0
1.591336891E1	9.816644669E0	3.401179790E0	1.234638214E0	1.046225922E1
1.592330021E1	9.918607712E0	3.942113876E0	1.006030083E0	1.072059407E1
1.593338785E1	9.727614403E0	4.062639713E0	5.408878326E-1	1.055576066E1
1.594334018E1	9.188549995E0	3.647812366E0	4.847431183E-2	9.886270067E0
1.595335884E1	8.263604164E0	2.855024815E0	-3.064985275E-1	8.748271933E0
1.596331867E1	8.028838158E0	2.420058727E0	-5.458698273E-1	8.403386239E0
1.597330558E1	8.497009277E0	2.495260715E0	-2.739181519E-1	8.860052136E0
1.598328504E1	9.220010757E0	2.713385105E0	1.447105408E-2	9.610997165E0
1.599331277E1	1.010284424E1	2.939547539E0	3.701629639E-1	1.052831525E1
1.600330614E1	1.118417263E1	3.357924938E0	9.649162292E-1	1.171718570E1
1.601326832E1	1.214757919E1	3.931740999E0	1.540887833E0	1.286066106E1
1.602327941E1	1.237724876E1	3.661661148E0	1.154878616E0	1.295908152E1
1.603327945E1	1.221839905E1	3.095146179E0	2.929878235E-1	1.260773759E1
1.604335598E1	1.046898365E1	5.211251378E-1	4.819297791E-1	1.049301894E1
1.605333824E1	9.199868202E0	-8.772528172E-1	2.685785294E-1	9.245500628E0
1.606326687E1	7.815635681E0	-2.145958900E0	-7.417659760E-1	8.138766336E0
1.607324518E1	6.932958603E0	-3.033819675E0	-6.097297668E-1	7.592216225E0
1.608329834E1	7.254478931E0	-3.195032597E0	-1.910829544E-1	7.929199869E0
1.609329592E1	7.361659527E0	-3.608836174E0	-6.635169983E-1	8.225447363E0
1.610336271E1	7.565629959E0	-3.948125839E0	-1.450057030E0	8.656160795E0
1.611331361E1	8.034475327E0	-4.605293274E0	-1.899529934E0	9.453556679E0
1.612335855E1	7.756134033E0	-5.347091675E0	-2.339427471E0	9.706797897E0
1.613340953E1	7.254377365E0	-6.394838333E0	-2.621040344E0	1.001947108E1
1.614333501E1	6.761975765E0	-7.802389145E0	-2.878362179E0	1.071851489E1
1.615422826E1	4.882774830E0	-9.689742088E0	-3.559953690E0	1.141953861E1
1.616381738E1	4.407693744E-1	-1.244569206E1	-4.773454189E0	1.333699342E1
1.617363144E1	-4.454453945E0	-1.299354649E1	-5.156561852E0	1.467189628E1
1.618350597E1	-7.362860680E0	-1.100322723E1	-4.376859188E0	1.394416090E1
1.619341823E1	-9.196248055E0	-8.533610344E0	-4.127284050E0	1.320711768E1
1.620337187E1	-1.023662758E1	-6.652107239E0	-3.234189034E0	1.262929347E1
1.621329468E1	-9.888186455E0	-5.663387775E0	-2.490466595E0	1.166415948E1
1.622331809E1	-8.088164330E0	-4.650256157E0	-1.503724098E0	9.450104270E0
1.623369330E1	-5.809701920E0	-3.363399982E0	-7.674217224E-2	6.713492772E0
1.624345840E1	-4.251073360E0	-2.705331326E0	4.332914352E-1	5.057487891E0
1.625339495E1	-4.398141384E0	-2.529085159E0	-1.533508301E-2	5.073475588E0
1.626329372E1	-7.631384850E0	-3.407305479E0	-7.122831345E-1	8.387795456E0
1.627332961E1	-9.284850121E0	-3.812585831E0	-3.047924042E-1	1.004177031E1
1.628330706E1	-1.004615784E1	-3.686367989E0	1.890830994E-1	1.070281966E1
1.629326478E1	-9.898582458E0	-3.166928530E0	3.931951523E-1	1.040028718E1
1.630326764E1	-9.277104378E0	-2.508290052E0	2.885036469E-1	9.614542058E0
1.631324807E1	-8.664006233E0	-1.912939310E0	2.393188477E-1	8.875900761E0
1.632322328E1	-8.473675728E0	-1.823651910E0	2.829322815E-1	8.672308649E0
1.633328439E1	-8.437631607E0	-1.757104397E0	1.648025513E-1	8.620220582E0
1.634326595E1	-8.492678642E0	-1.777650595E0	1.170539856E-2	8.676737242E0
1.635325172E1	-8.661987305E0	-2.400752068E0	-2.457122803E-1	8.991885736E0
1.636322561E1	-8.665373802E0	-3.215115070E0	-3.647441864E-1	9.249794937E0
1.637321956E1	-8.420289993E0	-3.858169079E0	-3.688650131E-1	9.269455950E0
1.638324303E1	-7.949142933E0	-4.223101616E0	-6.533041000E-1	9.024980159E0
1.639325476E1	-8.003641129E0	-5.025777340E0	-1.053050995E0	9.509238959E0
1.640323463E1	-7.408485889E0	-5.845254421E0	-1.383204460E0	9.537605412E0
1.641322107E1	-5.535577774E0	-6.307962418E0	-1.758556366E0	8.574703006E0
1.642336278E1	-3.763257742E0	-7.126951694E0	-1.735170841E0	8.244171707E0
1.643338564E1	-2.255387545E0	-7.664090157E0	-1.544155121E0	8.136919930E0
1.644332257E1	3.647887707E-2	-7.146471024E0	-2.410768032E0	7.542226548E0
